sample,factor_universe,market_target,horizon,state,state_bin,train_q1,train_q2,n,mean_fwd_return,median_fwd_return,positive_market_share,mean_tstat
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,1,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,113,0.00030065905821201984,0.0007229192150114654,0.5309734513274337,0.242223204244597
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,1,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,97,0.00020199455346423727,0.00025781332246364045,0.5257731958762887,0.22991846204812824
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,1,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,122,-0.00034819809660863925,3.5846419095046395e-05,0.5081967213114754,-0.3927061048605162
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,1,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,56,-7.802865297874234e-06,0.0018560367360141408,0.5357142857142857,-0.0018971427885721174
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,1,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,58,-0.0006251050679121556,0.00044200997798120084,0.5344827586206896,-0.29783833121994624
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,1,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,61,0.004858466402987185,0.004186603348370225,0.639344262295082,2.2000307435556454
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,5,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,113,-0.0024533723036890506,0.001784826472967488,0.5221238938053098,-0.9071695302539142
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,5,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,97,0.0027256013008293183,0.0023283608337470517,0.5979381443298969,1.1504634769926398
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,5,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,122,0.0020946863163409444,0.002656641106092668,0.5491803278688525,1.1533633700287524
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,5,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,56,0.004695875010972635,0.006397643823451309,0.6071428571428571,0.789800622588761
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,5,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,58,0.002307633885088121,-0.002167452481992799,0.4482758620689655,0.46172982055961487
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,5,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,60,0.01272134492270772,0.010009826932730302,0.6833333333333333,3.0373871985403373
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,20,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,113,-0.0005889546904676972,0.007265190448812717,0.584070796460177,-0.10518204656579279
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,20,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,97,0.002740474066279999,0.006972839950002575,0.5360824742268041,0.6672173599092192
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,20,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,122,0.007604960342881277,0.007113747577004589,0.5573770491803278,1.6176786993316852
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,20,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,53,0.014896573489007473,0.010249559753056133,0.5849056603773585,1.150034631734516
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,20,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,58,0.022360864687371147,0.020187708424060317,0.603448275862069,2.301909200517153
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,20,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,60,0.04401742710759473,0.026724801187773307,0.7166666666666667,3.629686825309537
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,1,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,113,0.0016215414008139807,0.002437690984211071,0.5486725663716814,0.9609827913242263
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,1,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,97,-0.0001112091062753672,0.00030063110663226345,0.5257731958762887,-0.09236141731291542
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,1,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,122,-0.0005389579784249729,-0.00018416867109272654,0.4918032786885246,-0.5931162353672315
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,1,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,56,-0.0007714034367369592,0.0017308737316910376,0.5357142857142857,-0.17384474828592858
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,1,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,58,-0.0010522880508278367,0.00019951184758882956,0.5,-0.5271889588414689
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,1,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,61,0.003603337516150216,0.005617690016769683,0.7049180327868853,1.769805891892241
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,5,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,113,-0.0008027547029749427,0.001240997089585133,0.5486725663716814,-0.18452771560509926
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,5,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,97,0.0029136969295265754,0.005731084004390089,0.5670103092783505,0.9330402239322397
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,5,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,122,0.0005224685043962174,0.004408530841911119,0.5655737704918032,0.20751567589804246
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,5,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,56,0.0019835540144219504,0.002699098188171204,0.5357142857142857,0.290274625614978
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,5,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,58,-0.0026497128933043105,-0.0017700721430409091,0.4482758620689655,-0.5130602496579382
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,5,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,60,0.00525908293172608,0.009014026569303012,0.6,1.3885823456087272
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,20,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,113,0.0026772829833678494,0.007335866302096542,0.5486725663716814,0.3270223215539001
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,20,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,97,0.00101287076559126,0.000334324955708547,0.5051546391752577,0.1783994540378607
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,20,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,122,0.006181580081407451,0.007236043000563382,0.5409836065573771,1.0387943201068965
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,20,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,53,-0.0047148495347158195,0.002482501122282905,0.5660377358490566,-0.3989786300919438
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,20,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,58,0.009459205831705059,0.017348766980653945,0.603448275862069,0.8206834333540207
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,20,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,60,0.008714026450579556,0.010723243715931367,0.5833333333333334,1.1106238957008125
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,1,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,113,0.0005031918396525971,0.0013097874722601854,0.5398230088495575,0.3949957954992203
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,1,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,97,0.00013125161946440025,0.0001607942247692279,0.5360824742268041,0.14967305113048845
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,1,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,122,-0.00038762071419469913,0.00020832407232676856,0.5081967213114754,-0.45674029050411
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,1,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,56,2.4397686239186417e-06,0.0017094331863549842,0.5535714285714286,0.0005923777691886673
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,1,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,58,-0.0007669231768324319,-0.0002482170217973135,0.46551724137931033,-0.3727315033452299
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,1,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,61,0.004751743041946606,0.004457638324496562,0.6557377049180327,2.202836167552353
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,5,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,113,-0.0022422705784896765,0.0029799965569345653,0.5398230088495575,-0.7790118298735461
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,5,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,97,0.0027527018147434244,0.0029142859290098543,0.6288659793814433,1.162699078720106
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,5,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,122,0.0018284050258585104,0.003926095515936002,0.5819672131147541,1.0025504700069163
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,5,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,56,0.004460831051508204,0.007803453116056373,0.5892857142857143,0.7551429597834587
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,5,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,58,0.0014866680828067881,-0.0010231097793877238,0.4827586206896552,0.3069053314218289
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,5,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,60,0.011869723086245149,0.01247965046702702,0.65,2.974563504880344
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,20,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,113,-0.00015816486619301992,0.007620803841545247,0.5752212389380531,-0.027059550146179685
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,20,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,97,0.0023678142769761002,0.00658673468163696,0.5463917525773195,0.5689996324112048
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,20,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,122,0.0073259997600025745,0.008753644567603722,0.5655737704918032,1.5541500578266008
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,20,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,53,0.012532360787573285,0.008997023635842729,0.5849056603773585,1.0028223735268038
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,20,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,58,0.02060961824450316,0.02310712034122572,0.5862068965517241,2.129080851761348
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,20,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,60,0.039549444450656314,0.02605601112095227,0.7333333333333333,3.550483357398792
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,113,0.0013132184411702842,0.001873729826300058,0.5575221238938053,0.8388196224433088
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,97,0.00020429249427534427,0.0009280527066409206,0.5876288659793815,0.19252889184155403
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,122,-0.0004227584444027527,0.00015328507161419121,0.5163934426229508,-0.5265794684929621
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,56,-0.0008683597593188432,0.0024457724483723815,0.5357142857142857,-0.21246934647810164
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,58,-0.0011973209496749036,-0.000387983591450937,0.46551724137931033,-0.6656569674980548
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,61,0.0034813137379961392,0.0056301359904043285,0.6885245901639344,1.957615880586654
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,113,-0.0016869494406042775,0.0019034196822171267,0.5309734513274337,-0.40616350992346834
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,97,0.0025421221736443562,0.004792744037894352,0.5670103092783505,0.9245558775039685
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,122,0.0010687751702174247,0.0046689904995240745,0.5737704918032787,0.4665382132053294
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,56,0.0016776926994952414,0.0036742074803208903,0.5357142857142857,0.2754773567357147
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,58,-0.001873725965358845,-0.0006820029995693663,0.46551724137931033,-0.41535812818151197
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,60,0.0057116544076532055,0.007723641826085806,0.6333333333333333,1.617861121622564
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,113,3.596843479185227e-05,0.005614837056412671,0.5221238938053098,0.004522550057874954
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,97,0.0007255033962952925,0.0029743541590456298,0.5463917525773195,0.14028584323492382
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,122,0.006878147880263923,0.004753708872236065,0.5163934426229508,1.2648795945068998
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,53,-0.001846785694903529,0.006293928000900466,0.5660377358490566,-0.17227302164123723
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,58,0.008587093947685566,0.012382636411515912,0.5862068965517241,0.8282521439875086
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,60,0.011428422958065294,0.015298881985826622,0.55,1.5388231320031172
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,K200,1,MKT_ACT5_BREADTH,LOW,0.2950480169331417,0.3872010081228879,111,-0.00014537142147187467,0.0005677348695308762,0.5315315315315315,-0.17201932218478364
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,K200,1,MKT_ACT5_BREADTH,MID,0.2950480169331417,0.3872010081228879,110,-0.0001883251403046172,-0.00032142491799663135,0.4818181818181818,-0.17509796918493456
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,K200,1,MKT_ACT5_BREADTH,HIGH,0.2950480169331417,0.3872010081228879,111,0.00030175516337243045,0.00029616602767739764,0.5585585585585585,0.2526752095837498
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,K200,1,MKT_ACT5_BREADTH,LOW,0.2950480169331417,0.3872010081228879,66,0.0030378482701747594,0.0029585203035001305,0.5757575757575758,0.8959928856245742
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,K200,1,MKT_ACT5_BREADTH,MID,0.2950480169331417,0.3872010081228879,63,0.0010109222470502238,0.001096062661399076,0.5079365079365079,0.6475935688534216
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,K200,1,MKT_ACT5_BREADTH,HIGH,0.2950480169331417,0.3872010081228879,45,-0.0006015837498284224,0.0031169120787593084,0.6,-0.15953771146567666
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,K200,5,MKT_ACT5_BREADTH,LOW,0.2950480169331417,0.3872010081228879,111,-0.0011568623320730666,0.0012930770119868552,0.5225225225225225,-0.4416363941009196
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,K200,5,MKT_ACT5_BREADTH,MID,0.2950480169331417,0.3872010081228879,110,0.00033693490313519363,0.002025611102806264,0.5636363636363636,0.17684290321425997
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,K200,5,MKT_ACT5_BREADTH,HIGH,0.2950480169331417,0.3872010081228879,111,0.0032197218461099287,0.003574559192995874,0.5945945945945946,1.375500858271592
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,K200,5,MKT_ACT5_BREADTH,LOW,0.2950480169331417,0.3872010081228879,66,0.0013500151494764815,0.004350940761270555,0.5909090909090909,0.22002247113222673
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,K200,5,MKT_ACT5_BREADTH,MID,0.2950480169331417,0.3872010081228879,63,0.0038475416798196744,0.0031331633601102624,0.5714285714285714,1.3071092808785927
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,K200,5,MKT_ACT5_BREADTH,HIGH,0.2950480169331417,0.3872010081228879,45,0.019398369528879498,0.013240899324222446,0.6666666666666666,3.40072819475557
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,K200,20,MKT_ACT5_BREADTH,LOW,0.2950480169331417,0.3872010081228879,111,0.0025834750407725117,0.006969185784080111,0.5585585585585585,0.5416369630182647
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,K200,20,MKT_ACT5_BREADTH,MID,0.2950480169331417,0.3872010081228879,110,0.0029335886592354128,0.009122014187983432,0.5909090909090909,0.5854862557197672
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,K200,20,MKT_ACT5_BREADTH,HIGH,0.2950480169331417,0.3872010081228879,111,0.005401102728485712,0.002153292391390964,0.5225225225225225,1.0873656558403975
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,K200,20,MKT_ACT5_BREADTH,LOW,0.2950480169331417,0.3872010081228879,63,0.014111918499147343,0.01298460736694991,0.5714285714285714,1.0653719305828109
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,K200,20,MKT_ACT5_BREADTH,MID,0.2950480169331417,0.3872010081228879,63,0.027121479949356576,0.02265239559587149,0.6984126984126984,3.13416417000918
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,K200,20,MKT_ACT5_BREADTH,HIGH,0.2950480169331417,0.3872010081228879,45,0.05172949443926952,0.031026288243168585,0.6666666666666666,3.6733737971807128
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,1,MKT_ACT5_BREADTH,LOW,0.2950480169331417,0.3872010081228879,111,-0.0010115683271583174,4.770303608954781e-05,0.5045045045045045,-1.0133996809931418
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,1,MKT_ACT5_BREADTH,MID,0.2950480169331417,0.3872010081228879,110,0.0002844145641099431,-3.979492793426166e-06,0.5,0.2733677973352849
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,1,MKT_ACT5_BREADTH,HIGH,0.2950480169331417,0.3872010081228879,111,0.002107566242709278,0.002668325584210665,0.6216216216216216,1.8184933256978606
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,1,MKT_ACT5_BREADTH,LOW,0.2950480169331417,0.3872010081228879,66,0.0007606205604697453,0.0016334794682959061,0.5606060606060606,0.33392865089834195
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,1,MKT_ACT5_BREADTH,MID,0.2950480169331417,0.3872010081228879,63,0.0003037848280069576,0.0016385725996877622,0.5555555555555556,0.2752400681251037
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,1,MKT_ACT5_BREADTH,HIGH,0.2950480169331417,0.3872010081228879,45,-0.0009473733168289481,0.004372521996027315,0.5777777777777777,-0.27902013145509175
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,5,MKT_ACT5_BREADTH,LOW,0.2950480169331417,0.3872010081228879,111,-0.0034181425682454306,-0.0013766890143404862,0.4774774774774775,-1.0481157791711504
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,5,MKT_ACT5_BREADTH,MID,0.2950480169331417,0.3872010081228879,110,-0.0021895345325372508,0.0006545385977797164,0.5,-1.0158159165782126
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,5,MKT_ACT5_BREADTH,HIGH,0.2950480169331417,0.3872010081228879,111,0.006825085541501647,0.009189659834843183,0.6216216216216216,2.0441471374870965
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,5,MKT_ACT5_BREADTH,LOW,0.2950480169331417,0.3872010081228879,66,-0.0012701968188023234,0.0035296632233309264,0.5303030303030303,-0.2904753254674795
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,5,MKT_ACT5_BREADTH,MID,0.2950480169331417,0.3872010081228879,63,0.003271387658966906,0.0017909671942888592,0.5238095238095238,1.2809122084772158
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,5,MKT_ACT5_BREADTH,HIGH,0.2950480169331417,0.3872010081228879,45,0.007928103055927255,0.010531761943271314,0.6444444444444445,1.5279915632862895
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,20,MKT_ACT5_BREADTH,LOW,0.2950480169331417,0.3872010081228879,111,-0.00021493776001375636,0.00012376404204826543,0.5045045045045045,-0.03727769210556624
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,20,MKT_ACT5_BREADTH,MID,0.2950480169331417,0.3872010081228879,110,-0.005911211398813755,0.0001621412841740361,0.509090909090909,-1.037152559614343
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,20,MKT_ACT5_BREADTH,HIGH,0.2950480169331417,0.3872010081228879,111,0.012881419345908196,0.010018666971884884,0.6036036036036037,1.8784340204747536
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,20,MKT_ACT5_BREADTH,LOW,0.2950480169331417,0.3872010081228879,63,0.003862928794062718,0.0064943760701638665,0.5555555555555556,0.4591541953476022
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,20,MKT_ACT5_BREADTH,MID,0.2950480169331417,0.3872010081228879,63,0.01442571046740891,0.01093260122986806,0.6349206349206349,2.539028747315178
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,20,MKT_ACT5_BREADTH,HIGH,0.2950480169331417,0.3872010081228879,45,0.013323289144992374,0.0018240177791091169,0.5333333333333333,1.2149122959945609
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,1,MKT_ACT5_BREADTH,LOW,0.2950480169331417,0.3872010081228879,111,-0.00022782479229595593,0.00042429308624287554,0.5225225225225225,-0.2716984953673891
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,1,MKT_ACT5_BREADTH,MID,0.2950480169331417,0.3872010081228879,110,-0.0001356987881602598,-8.757152711451719e-05,0.4909090909090909,-0.12925670950550527
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,1,MKT_ACT5_BREADTH,HIGH,0.2950480169331417,0.3872010081228879,111,0.0004621909560379727,0.0001717412380884727,0.5495495495495496,0.3977189095919901
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,1,MKT_ACT5_BREADTH,LOW,0.2950480169331417,0.3872010081228879,66,0.002899795348506718,0.0029419467434958478,0.5757575757575758,0.8715226271469813
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,1,MKT_ACT5_BREADTH,MID,0.2950480169331417,0.3872010081228879,63,0.0009531244203640879,0.0002978083105618247,0.5396825396825397,0.6322906869042321
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,1,MKT_ACT5_BREADTH,HIGH,0.2950480169331417,0.3872010081228879,45,-0.0006546782794473118,0.0035247656430062208,0.6,-0.17549215649576222
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,5,MKT_ACT5_BREADTH,LOW,0.2950480169331417,0.3872010081228879,111,-0.0014071108478109283,-2.7023578494899382e-05,0.4954954954954955,-0.5345618026823247
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,5,MKT_ACT5_BREADTH,MID,0.2950480169331417,0.3872010081228879,110,6.215155736673167e-05,0.0015846383183061342,0.5636363636363636,0.03326094128226159
