sample,factor_universe,market_target,horizon,state,state_bin,train_q1,train_q2,n,mean_fwd_return,median_fwd_return,positive_market_share,mean_tstat
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,20,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,82,-0.007755186625688762,-0.004069948191574968,0.47560975609756095,-1.2621468012413553
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,20,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,136,0.004925520679464385,0.005877999073144123,0.5661764705882353,1.1610002569906441
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,20,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,48,0.015021702450055683,0.016443717874977642,0.5833333333333334,1.4214197394560064
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,20,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,53,0.01221706773710316,0.008334156696852158,0.6037735849056604,1.5981202716034661
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,20,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,70,0.005474085390403274,0.004826277673023609,0.5571428571428572,0.7952526148293708
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,1,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,114,-0.00028052282709457074,-0.0004925252143578265,0.4824561403508772,-0.22066919364024076
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,1,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,82,-0.0003222793439305111,0.0005546211535487902,0.524390243902439,-0.4361105844499212
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,1,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,136,0.0005109873968295459,0.00037341429909706436,0.5514705882352942,0.5889078876235236
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,1,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,52,0.004603790667234014,0.0024201571455577443,0.5961538461538461,1.1628296735243129
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,1,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,53,0.0009042676423416143,0.002310595921810547,0.5849056603773585,0.434933662866382
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,1,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,70,-0.0003949986221948849,0.0006765298599846916,0.5428571428571428,-0.15507083437967523
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,5,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,114,0.0008773020201077079,0.00314522567266524,0.5350877192982456,0.31261959735526557
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,5,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,82,-0.0027516189082127597,0.00029667054396485587,0.5121951219512195,-1.452711892910805
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,5,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,136,0.0027082669605760575,0.004225785474159848,0.5955882352941176,1.4023824053846337
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,5,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,51,0.002950138963425715,0.0033849769050128715,0.5294117647058824,0.4583754563769456
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,5,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,53,0.00895900286195456,0.014381854555903635,0.7169811320754716,1.7272501312588835
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,5,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,70,0.007640117464196264,0.0025052252909860406,0.5142857142857142,1.9228962419687776
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,20,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,114,0.00952149513574152,0.013306724568174076,0.631578947368421,1.6526800035606781
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,20,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,82,-0.003719726827875228,0.0032878553921477593,0.5365853658536586,-0.8225701486554383
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,20,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,136,0.002548870740066627,0.002290696550298535,0.5147058823529411,0.6180928767031908
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,20,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,48,0.011181138842836265,0.011168423215968176,0.5833333333333334,0.740330905540784
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,20,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,53,0.02481111778227714,0.027192142690531912,0.6792452830188679,2.564890905196153
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_ALL,20,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,70,0.0410830038046254,0.01785913145872184,0.6428571428571429,3.949012075147318
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,1,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,114,0.0008711012102124776,0.0025496873737048597,0.543859649122807,0.5103836245693523
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,1,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,82,0.00022327227469054104,0.0012145362806236977,0.524390243902439,0.1906502204781625
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,1,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,136,-8.02929623045912e-05,-8.163139965461007e-05,0.5,-0.08786622847311082
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,1,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,52,0.0022889546895680174,0.0013685749306613334,0.5384615384615384,0.6057754142114664
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,1,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,53,0.0032590701050852675,0.004520651267505335,0.6037735849056604,1.3345347832771952
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,1,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,70,-0.0025169152906739586,0.0018395526035145644,0.6,-0.9445067529785093
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,5,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,114,0.002432149340990865,0.00646480865681143,0.5614035087719298,0.5504240414746784
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,5,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,82,-0.003714180852707018,-0.0014886400553739728,0.47560975609756095,-1.247213520055873
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,5,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,136,0.0020805609067151816,0.005662744118235988,0.6102941176470589,0.8423143734512092
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,5,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,51,-0.0007084888239889969,-0.002501723067552865,0.49019607843137253,-0.09144529438645888
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,5,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,53,0.006710027426290056,0.005809149983554731,0.5849056603773585,1.2868440311454696
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,5,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,70,-0.0006651124381484285,0.0005764332477169764,0.5142857142857142,-0.19778351489790333
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,20,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,114,0.0167457251709232,0.026723782797922126,0.5964912280701754,2.0281615377537663
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,20,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,82,-0.00829436751605423,-0.008564199626364767,0.45121951219512196,-1.277197309172704
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,20,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,136,-0.0005436788371630105,0.002378645153604121,0.5294117647058824,-0.1062439839041409
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,20,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,48,0.00214768394990425,0.0071138804619839055,0.6041666666666666,0.15759291491097444
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,20,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,53,0.010185089743960285,0.010922005419766309,0.5471698113207547,0.9489009026521718
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ,20,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,70,0.0025527130558347004,0.011296714459715258,0.6,0.3185160719773464
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,1,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,114,-0.00011944497852643356,-0.00015271341036482829,0.49122807017543857,-0.091304567204525
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,1,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,82,-0.0002535087287952278,0.00021283169313688325,0.5121951219512195,-0.3452329850960193
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,1,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,136,0.00041696177316366984,0.0006879815451977256,0.5661764705882353,0.5008973419800328
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,1,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,52,0.004496575003293347,0.002799991849305959,0.5769230769230769,1.1514825198301004
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,1,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,53,0.001155022915848071,0.0009268835266379817,0.5849056603773585,0.5552487266219693
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,1,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,70,-0.0007075243766542934,0.001996377756040924,0.5285714285714286,-0.2785591220446029
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,5,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,114,0.0010519464560669258,0.00410759339415224,0.5614035087719298,0.3558391919221558
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,5,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,82,-0.0028796989631216766,0.00038261555365294244,0.5365853658536586,-1.468087298997273
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,5,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,136,0.0025949583294107726,0.0057995936498369816,0.625,1.3483705961898886
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,5,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,51,0.002594586594059405,0.0027747544218593985,0.5294117647058824,0.4029193918798396
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,5,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,53,0.008555674344252185,0.01453879558735217,0.6792452830188679,1.7021928318901542
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,5,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,70,0.006606314518850953,0.0034395611240052434,0.5285714285714286,1.754556663780778
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,20,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,114,0.010413897353341058,0.014689411578699931,0.6228070175438597,1.7443882836645244
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,20,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,82,-0.004335122879274612,0.0047132780803607905,0.5609756097560976,-0.9301244230974688
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,20,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,136,0.00201377282005016,0.0015623188650762008,0.5147058823529411,0.48937163641015285
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,20,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,48,0.01024542926708963,0.012411415305323165,0.5833333333333334,0.6961637465274834
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,20,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,53,0.022674052135069966,0.026985477639326103,0.6792452830188679,2.3650042845717243
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_KOSDAQ_ALL,20,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,70,0.0362719182711848,0.02310712034122572,0.6428571428571429,3.8005824088548374
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,114,0.0008823351996675909,0.002421457984069319,0.5877192982456141,0.5620722409063886
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,82,-7.872991564884623e-05,0.0006639238415857618,0.5121951219512195,-0.07791756962449375
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,136,0.00016546445515378496,0.00015269543857999624,0.5441176470588235,0.19956846983009469
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,52,0.0022529507832872993,0.0017742113336809793,0.5192307692307693,0.6548698017824522
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,53,0.0024760410588495468,0.004327539262918787,0.6226415094339622,1.1159628442993148
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,70,-0.002201374863360011,0.002109940458140859,0.5571428571428572,-0.9031047437835601
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,114,0.001254637905227952,0.006227954072294262,0.5614035087719298,0.2965359813345626
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,82,-0.003573435905956249,-0.0020889271129718888,0.47560975609756095,-1.3635773270771188
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,136,0.002473118808192433,0.005733093956761738,0.6029411764705882,1.1232455854274828
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,51,-0.00032512336602835863,-0.00030162809074076144,0.49019607843137253,-0.046846751294739766
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,53,0.006558666501653493,0.006272941384970246,0.660377358490566,1.4777136946950198
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,70,-4.3629761143943695e-05,0.00031594840203413166,0.5,-0.013760778946505297
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,114,0.012548346656991059,0.016527958372096564,0.6052631578947368,1.576589105568767
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,82,-0.008112968495591233,-0.0071854004713693635,0.4146341463414634,-1.3075366419445456
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,136,0.0010906191301898655,0.0030014849409481363,0.5294117647058824,0.23464850813087504
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,OTHERS_ABS_BREADTH_4P,LOW,0.14285714285714285,0.8571428571428571,48,0.005811620366979908,0.019364554425950965,0.5833333333333334,0.46412532766385584
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,OTHERS_ABS_BREADTH_4P,MID,0.14285714285714285,0.8571428571428571,53,0.010683203161684515,0.011759690929116653,0.5660377358490566,1.1128257376906003
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,OTHERS_ABS_BREADTH_4P,HIGH,0.14285714285714285,0.8571428571428571,70,0.0034387091347925524,0.011132889217729602,0.5571428571428572,0.4656400233855703
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,K200,1,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,113,0.0002445131453686273,0.0004975466004321765,0.5398230088495575,0.19715369320017384
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,K200,1,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,97,0.00014589057782916814,0.0002696952797951912,0.5257731958762887,0.16102745785392453
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,K200,1,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,122,-0.00036998804556254497,0.00019531783875371535,0.5081967213114754,-0.39602684670732075
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,K200,1,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,56,3.316596413462772e-05,0.001677200781164408,0.5357142857142857,0.007965955438257594
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,K200,1,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,58,-0.0005094560809500195,0.0009546426856676629,0.5172413793103449,-0.2370047657149121
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,K200,1,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,61,0.0049638302514629215,0.0039467110183242105,0.6229508196721312,2.182305071501405
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,K200,5,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,113,-0.002353578716397277,0.0012930770119868552,0.5309734513274337,-0.8921873219054254
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,K200,5,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,97,0.002838340353723661,0.00255708861606041,0.5979381443298969,1.1671567895547021
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,K200,5,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,122,0.0021038985741365607,0.002564177371097409,0.5573770491803278,1.1383029134924993
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,K200,5,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,56,0.004942082590992346,0.006177419669693681,0.625,0.8151533522649367
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,K200,5,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,58,0.0024902671037015196,-0.002315690456494491,0.46551724137931033,0.48606491486737696
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,K200,5,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,60,0.013053843956390088,0.010177032872313935,0.7166666666666667,3.0272484438095857
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,K200,20,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,113,-5.208078167424028e-05,0.007507248476565926,0.5929203539823009,-0.009505660750774605
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,K200,20,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,97,0.0029884100023923545,0.0042032537092214235,0.5257731958762887,0.7193992646576705
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,K200,20,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,122,0.00758190363115319,0.0074300264615238575,0.5491803278688525,1.5880508103168731
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,K200,20,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,53,0.015568302522699067,0.01298460736694991,0.5849056603773585,1.169347900843157
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,K200,20,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,58,0.02345476137226694,0.01971353081824024,0.6206896551724138,2.348790650042488
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,K200,20,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,60,0.04566725264547237,0.024170895990307844,0.7166666666666667,3.625305840601097
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,1,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,113,0.0007810273632196578,0.0012057141685760924,0.5221238938053098,0.5460074793479879
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,1,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,97,0.0008222399828958217,0.0023278287889054966,0.5876288659793815,0.8862879303074064
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,1,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,122,-0.00012354098120053816,0.0001392548927313134,0.5245901639344263,-0.1666413778681161
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,1,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,56,-0.0010477408803089,0.0038854448371857817,0.5714285714285714,-0.31073767136615144
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,1,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,58,-0.0014628119699498746,-0.0011013038046337425,0.43103448275862066,-0.9572109161505794
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,1,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,61,0.003286422077810532,0.003674423341332279,0.6885245901639344,2.333397019476385
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,5,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,113,-0.0028845027257752313,-0.00043365381885352697,0.48672566371681414,-0.7140324074274275
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,5,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,97,0.002052054714388204,0.005556806847045515,0.5979381443298969,0.8834114522404385
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,5,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,122,0.0021657489522072765,0.0022478874906463444,0.5245901639344263,0.9947718763988793
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,5,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,56,0.0012715152619760073,0.005589446339061919,0.5357142857142857,0.2665012491984549
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,5,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,58,-0.0001687023959447949,-0.0015344468534996929,0.4482758620689655,-0.04506032207393096
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,5,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,60,0.0069601492380805,0.0090021985624382,0.6833333333333333,1.9527798426768963
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,20,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,113,-0.003954990914763696,-0.0029322175207267434,0.4778761061946903,-0.5008046717363376
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,20,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,97,0.0010337474438253684,0.0014442080181348213,0.5567010309278351,0.21893418861949462
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,20,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,122,0.009035956340016449,0.01407250457949443,0.5819672131147541,1.7737450252024138
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,20,ORTHOGONAL_ABS_BREADTH_1P,LOW,0.25,1.0,53,0.005277473068670649,0.004449900323549032,0.5283018867924528,0.599351835162124
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,20,ORTHOGONAL_ABS_BREADTH_1P,MID,0.25,1.0,58,0.006741542890308048,0.00689566927541989,0.5862068965517241,0.8262055432978122
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,KOSPI_EX_K200,20,ORTHOGONAL_ABS_BREADTH_1P,HIGH,0.25,1.0,60,0.018016945411999306,0.010378419647992194,0.6166666666666667,2.365660138791128
