sample,universe,variable,horizon,train_q1,train_q2,n_low,n_high,low_mean,high_mean,high_minus_low
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,spread_dispersion,5,0.03219920122420118,0.05391279681382451,47,67,0.001974072689742715,-0.0022679911949820926,-0.004242063884724808
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,spread_dispersion,20,0.03219920122420118,0.05391279681382451,47,64,0.009456360555271872,0.007887756690127447,-0.0015686038651444249
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,spread_dispersion,1,0.03219920122420118,0.05391279681382451,34,32,0.0010184172018283069,-0.0002229201291132439,-0.0012413373309415508
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,spread_dispersion,5,0.03219920122420118,0.05391279681382451,34,32,-0.004250280097686396,0.00904843784818938,0.013298717945875775
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,spread_dispersion,20,0.03219920122420118,0.05391279681382451,34,32,-0.005402734047574097,0.022486232602673205,0.0278889666502473
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,spread_dispersion,1,0.03219920122420118,0.05391279681382451,10,17,0.001886970445913401,0.002463927584322062,0.000576957138408661
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,spread_dispersion,5,0.03219920122420118,0.05391279681382451,10,17,0.015532715704479857,-0.007784318970570595,-0.023317034675050453
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,spread_dispersion,20,0.03219920122420118,0.05391279681382451,10,17,0.04855136048870044,0.010789815552976343,-0.0377615449357241
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,avg_corr_60d,1,-0.03935713895306595,0.12956991686508054,97,97,0.0006950896610177852,-8.171254793591866e-05,-0.0007768022089537039
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,avg_corr_60d,5,-0.03935713895306595,0.12956991686508054,97,97,-0.0005010881519967814,-0.0004752325623236387,2.58555896731427e-05
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,avg_corr_60d,20,-0.03935713895306595,0.12956991686508054,97,97,0.00045308561918423035,-0.0018545827198004734,-0.0023076683389847037
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,avg_corr_60d,1,-0.03935713895306595,0.12956991686508054,52,53,0.0011694842933907767,0.0028201613017766847,0.001650677008385908
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,avg_corr_60d,5,-0.03935713895306595,0.12956991686508054,52,52,0.005002079903109565,0.003784747116081116,-0.0012173327870284491
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,avg_corr_60d,20,-0.03935713895306595,0.12956991686508054,51,52,0.012801761023937645,0.02939757884455762,0.016595817820619974
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,avg_corr_60d,1,-0.03935713895306595,0.12956991686508054,19,35,-0.0007772161203777584,0.001120925825068108,0.0018981419454458665
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,avg_corr_60d,5,-0.03935713895306595,0.12956991686508054,19,35,-0.0006772709034284497,0.0022504959978366782,0.0029277669012651277
POST_2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,avg_corr_60d,20,-0.03935713895306595,0.12956991686508054,19,35,0.008297038451451444,0.02569478627585166,0.01739774782440022
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,avg_corr_60d,1,-0.03935713895306595,0.12956991686508054,11,17,0.00452578187322663,0.00494451243302019,0.00041873055979355957
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,avg_corr_60d,5,-0.03935713895306595,0.12956991686508054,11,17,0.011419228646444098,0.006943499418349077,-0.004475729228095021
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,avg_corr_60d,20,-0.03935713895306595,0.12956991686508054,11,17,0.04559674134062686,0.03702097530954046,-0.008575766031086403
TRAIN_2016_2022,KOSPI_ALL,positive_abs_breadth,1,0.25,1.0,108,104,-0.0005768777655454224,0.0003038871723768822,0.0008807649379223045
TRAIN_2016_2022,KOSPI_ALL,positive_abs_breadth,5,0.25,1.0,108,104,-0.0013644052711298774,0.0013520515350841122,0.0027164568062139896
TRAIN_2016_2022,KOSPI_ALL,positive_abs_breadth,20,0.25,1.0,108,104,0.0006830522537318006,0.00037378277231214145,-0.00030926948141965917
POST_2023_PLUS,KOSPI_ALL,positive_abs_breadth,1,0.25,1.0,58,67,0.0037501386320955067,-0.0001815765872957355,-0.003931715219391242
POST_2023_PLUS,KOSPI_ALL,positive_abs_breadth,5,0.25,1.0,57,67,0.0029389139455931793,0.008694288072665927,0.005755374127072747
POST_2023_PLUS,KOSPI_ALL,positive_abs_breadth,20,0.25,1.0,54,67,0.014948896358872352,0.04224103120680265,0.027292134847930298
POST_2023_2024,KOSPI_ALL,positive_abs_breadth,1,0.25,1.0,33,28,0.0025764292318179328,-0.0017765990141560494,-0.004353028245973983
POST_2023_2024,KOSPI_ALL,positive_abs_breadth,5,0.25,1.0,33,28,0.0029167464659940086,-0.0030875122608932646,-0.006004258726887273
POST_2023_2024,KOSPI_ALL,positive_abs_breadth,20,0.25,1.0,33,28,0.010669263744516436,0.00042495538565907875,-0.010244308358857358
BULL_2025,KOSPI_ALL,positive_abs_breadth,1,0.25,1.0,12,28,-0.002085949199595849,0.005473215434401936,0.007559164633997785
BULL_2025,KOSPI_ALL,positive_abs_breadth,5,0.25,1.0,12,28,0.008769854630400802,0.009216107447984253,0.00044625281758345174
BULL_2025,KOSPI_ALL,positive_abs_breadth,20,0.25,1.0,12,28,0.04131956924635779,0.06033881812712283,0.01901924888076504
YTD_2026,KOSPI_ALL,positive_abs_breadth,1,0.25,1.0,13,11,0.01211671280051522,-0.010515535555972651,-0.02263224835648787
YTD_2026,KOSPI_ALL,positive_abs_breadth,5,0.25,1.0,12,11,-0.0028310661703167244,0.03735605778455176,0.04018712395486849
YTD_2026,KOSPI_ALL,positive_abs_breadth,20,0.25,1.0,9,11,-0.004520014571803208,0.10261485749980763,0.10713487207161083
TRAIN_2016_2022,KOSPI_ALL,abs_confirmed_breadth,1,0.0,0.25,131,160,0.000273021066563846,0.00017872646716450414,-9.429459939934185e-05
TRAIN_2016_2022,KOSPI_ALL,abs_confirmed_breadth,5,0.0,0.25,131,160,0.0003381667266759879,0.0008941475759272994,0.0005559808492513115
TRAIN_2016_2022,KOSPI_ALL,abs_confirmed_breadth,20,0.0,0.25,131,160,0.0031291913791939388,0.0032771476308940247,0.000147956251700086
POST_2023_PLUS,KOSPI_ALL,abs_confirmed_breadth,1,0.0,0.25,62,113,0.004116336008037986,3.947401494050515e-05,-0.004076861993097481
POST_2023_PLUS,KOSPI_ALL,abs_confirmed_breadth,5,0.0,0.25,61,113,0.002641920928518841,0.008840135262587544,0.006198214334068704
POST_2023_PLUS,KOSPI_ALL,abs_confirmed_breadth,20,0.0,0.25,58,113,0.012568558551482365,0.03538511307304982,0.02281655452156745
POST_2023_2024,KOSPI_ALL,abs_confirmed_breadth,1,0.0,0.25,41,56,0.003220039389403438,-0.0025014385525833757,-0.005721477941986814
POST_2023_2024,KOSPI_ALL,abs_confirmed_breadth,5,0.0,0.25,41,56,0.0034672184011146257,-0.001196152444750524,-0.00466337084586515
POST_2023_2024,KOSPI_ALL,abs_confirmed_breadth,20,0.0,0.25,41,56,0.006614985017572876,0.00016178923038967806,-0.006453195787183198
BULL_2025,KOSPI_ALL,abs_confirmed_breadth,1,0.0,0.25,9,40,-0.002258343463331562,0.003898717961997494,0.006157061425329056
BULL_2025,KOSPI_ALL,abs_confirmed_breadth,5,0.0,0.25,9,40,0.008049086666511357,0.014877299295458158,0.006828212628946801
BULL_2025,KOSPI_ALL,abs_confirmed_breadth,20,0.0,0.25,9,40,0.05460707843529931,0.058867468010337674,0.0042603895750383675
YTD_2026,KOSPI_ALL,abs_confirmed_breadth,1,0.0,0.25,12,17,0.01195969239189986,-0.0006710350498208018,-0.012630727441720663
YTD_2026,KOSPI_ALL,abs_confirmed_breadth,5,0.0,0.25,11,17,-0.004858232527695686,0.027695755868240912,0.032553988395936595
YTD_2026,KOSPI_ALL,abs_confirmed_breadth,20,0.0,0.25,8,17,-0.004212711956525547,0.09616228587878238,0.10037499783530793
TRAIN_2016_2022,KOSPI_ALL,bearish_reverse_breadth,1,0.0,0.25,141,150,-0.00040005488978032885,0.0008051315595014057,0.0012051864492817344
TRAIN_2016_2022,KOSPI_ALL,bearish_reverse_breadth,5,0.0,0.25,141,150,-0.00040101406157909013,0.0016260429068371597,0.0020270569684162497
TRAIN_2016_2022,KOSPI_ALL,bearish_reverse_breadth,20,0.0,0.25,141,150,0.0001008884549341671,0.006133616129811549,0.006032727674877382
POST_2023_PLUS,KOSPI_ALL,bearish_reverse_breadth,1,0.0,0.25,99,76,-9.328437410428586e-05,0.0035382703845125876,0.0036315547586168737
POST_2023_PLUS,KOSPI_ALL,bearish_reverse_breadth,5,0.0,0.25,99,75,0.00692446330839976,0.006327607917072873,-0.000596855391326887
POST_2023_PLUS,KOSPI_ALL,bearish_reverse_breadth,20,0.0,0.25,99,72,0.03713307916637343,0.01460165744124495,-0.022531421725128477
POST_2023_2024,KOSPI_ALL,bearish_reverse_breadth,1,0.0,0.25,51,46,-0.0008854055706396243,0.0008064508722498425,0.0016918564428894667
POST_2023_2024,KOSPI_ALL,bearish_reverse_breadth,5,0.0,0.25,51,46,-0.0024635923835870897,0.00436553541527417,0.00682912779886126
POST_2023_2024,KOSPI_ALL,bearish_reverse_breadth,20,0.0,0.25,51,46,-0.0010416117761826264,0.007247756156687472,0.0082893679328701
BULL_2025,KOSPI_ALL,bearish_reverse_breadth,1,0.0,0.25,33,16,0.004933307821561784,-0.0016984706751014466,-0.006631778496663231
BULL_2025,KOSPI_ALL,bearish_reverse_breadth,5,0.0,0.25,33,16,0.012089186145830636,0.016786913062782346,0.00469772691695171
BULL_2025,KOSPI_ALL,bearish_reverse_breadth,20,0.0,0.25,33,16,0.06602807479406708,0.04170224738293671,-0.024325827411130374
YTD_2026,KOSPI_ALL,bearish_reverse_breadth,1,0.0,0.25,15,14,-0.008458575136349488,0.0184990957072205,0.026957670843569988
YTD_2026,KOSPI_ALL,bearish_reverse_breadth,5,0.0,0.25,15,13,0.02748146241880713,0.0003973350517950813,-0.02708412736701205
YTD_2026,KOSPI_ALL,bearish_reverse_breadth,20,0.0,0.25,15,10,0.10335803799013804,0.005068659443502535,-0.09828937854663551
TRAIN_2016_2022,KOSPI_ALL,spread_dispersion,1,0.025906364902888217,0.04148503855521901,97,97,-0.001052901615264706,0.0010439355030290446,0.0020968371182937505
TRAIN_2016_2022,KOSPI_ALL,spread_dispersion,5,0.025906364902888217,0.04148503855521901,97,97,-0.003988056269395102,0.005174586166663049,0.00916264243605815
TRAIN_2016_2022,KOSPI_ALL,spread_dispersion,20,0.025906364902888217,0.04148503855521901,97,97,-0.016382151029572894,0.015445108537604819,0.03182725956717771
POST_2023_PLUS,KOSPI_ALL,spread_dispersion,1,0.025906364902888217,0.04148503855521901,46,71,0.0007375321989150788,0.0001948686682489003,-0.0005426635306661785
POST_2023_PLUS,KOSPI_ALL,spread_dispersion,5,0.025906364902888217,0.04148503855521901,46,70,0.0011580505355770416,0.007609914158906615,0.006451863623329573
POST_2023_PLUS,KOSPI_ALL,spread_dispersion,20,0.025906364902888217,0.04148503855521901,46,67,0.0249918500675728,0.021931028625885817,-0.003060821441686984
POST_2023_2024,KOSPI_ALL,spread_dispersion,1,0.025906364902888217,0.04148503855521901,34,35,0.0002814364656019794,-0.0012057465223921022,-0.0014871829879940816
POST_2023_2024,KOSPI_ALL,spread_dispersion,5,0.025906364902888217,0.04148503855521901,34,35,-0.0035465543520886316,0.004381367851012997,0.007927922203101628
POST_2023_2024,KOSPI_ALL,spread_dispersion,20,0.025906364902888217,0.04148503855521901,34,35,0.0026495736205040237,0.0038138430233011634,0.0011642694027971397
BULL_2025,KOSPI_ALL,spread_dispersion,1,0.025906364902888217,0.04148503855521901,8,17,0.00230650084174128,0.0036190221327844123,0.0013125212910431324
BULL_2025,KOSPI_ALL,spread_dispersion,5,0.025906364902888217,0.04148503855521901,8,17,0.023807237825573254,0.008398342608713605,-0.015408895216859649
BULL_2025,KOSPI_ALL,spread_dispersion,20,0.025906364902888217,0.04148503855521901,8,17,0.12605442768699318,0.04131364380920366,-0.08474078387778952
TRAIN_2016_2022,KOSPI_ALL,avg_corr_60d,1,-0.0178888766265357,0.13067860129023282,97,97,0.000990382074527871,-0.0011257672494030804,-0.0021161493239309514
TRAIN_2016_2022,KOSPI_ALL,avg_corr_60d,5,-0.0178888766265357,0.13067860129023282,97,97,0.0039039569894046373,-0.001777319357484942,-0.005681276346889579
TRAIN_2016_2022,KOSPI_ALL,avg_corr_60d,20,-0.0178888766265357,0.13067860129023282,97,97,0.00696579738756303,-0.00025531000636102024,-0.0072211073939240505
POST_2023_PLUS,KOSPI_ALL,avg_corr_60d,1,-0.0178888766265357,0.13067860129023282,38,68,0.006777304633203075,0.0007292779242258516,-0.006048026708977223
POST_2023_PLUS,KOSPI_ALL,avg_corr_60d,5,-0.0178888766265357,0.13067860129023282,37,68,0.022242850500049576,0.007107088737056512,-0.015135761762993064
POST_2023_PLUS,KOSPI_ALL,avg_corr_60d,20,-0.0178888766265357,0.13067860129023282,36,68,0.0860383414145902,0.022023669523186604,-0.0640146718914036
POST_2023_2024,KOSPI_ALL,avg_corr_60d,1,-0.0178888766265357,0.13067860129023282,8,46,-0.0005963038784723197,0.0004972471820003172,0.0010935510604726368
POST_2023_2024,KOSPI_ALL,avg_corr_60d,5,-0.0178888766265357,0.13067860129023282,8,46,-0.004359881751881744,0.0025123569308825775,0.006872238682764322
POST_2023_2024,KOSPI_ALL,avg_corr_60d,20,-0.0178888766265357,0.13067860129023282,8,46,0.006156569351777986,0.00810774922236381,0.0019511798705858247
BULL_2025,KOSPI_ALL,avg_corr_60d,1,-0.0178888766265357,0.13067860129023282,10,22,0.0006469352087178675,0.0012144331125156066,0.0005674979037977392
BULL_2025,KOSPI_ALL,avg_corr_60d,5,-0.0178888766265357,0.13067860129023282,10,22,0.006290971733517697,0.01671425524087474,0.010423283507357044
BULL_2025,KOSPI_ALL,avg_corr_60d,20,-0.0178888766265357,0.13067860129023282,10,22,0.07179375292009049,0.05112059378854337,-0.020673159131547124
TRAIN_2016_2022,KOSPI_EX_K200,positive_abs_breadth,1,0.25,0.8333333333333286,114,97,0.0009746800822725874,0.00022538329068452087,-0.0007492967915880666
TRAIN_2016_2022,KOSPI_EX_K200,positive_abs_breadth,5,0.25,0.8333333333333286,114,97,-0.0028290742970001584,0.0035285743477366906,0.0063576486447368494
TRAIN_2016_2022,KOSPI_EX_K200,positive_abs_breadth,20,0.25,0.8333333333333286,114,97,0.0006957199744860799,0.00751262563423709,0.006816905659751011
POST_2023_PLUS,KOSPI_EX_K200,positive_abs_breadth,1,0.25,0.8333333333333286,67,62,0.0013061460150045035,-4.553548519131152e-05,-0.001351681500195815
POST_2023_PLUS,KOSPI_EX_K200,positive_abs_breadth,5,0.25,0.8333333333333286,66,62,-0.0013128780496965097,0.0036005121646806317,0.004913390214377141
POST_2023_PLUS,KOSPI_EX_K200,positive_abs_breadth,20,0.25,0.8333333333333286,63,62,0.013975954596245609,0.006858405747721342,-0.007117548848524267
POST_2023_2024,KOSPI_EX_K200,positive_abs_breadth,1,0.25,0.8333333333333286,42,22,0.0013301916741244482,-0.000859735781307989,-0.0021899274554324374
POST_2023_2024,KOSPI_EX_K200,positive_abs_breadth,5,0.25,0.8333333333333286,42,22,-0.00019021912073422849,-0.00029802167304149844,-0.00010780255230726996
POST_2023_2024,KOSPI_EX_K200,positive_abs_breadth,20,0.25,0.8333333333333286,42,22,0.008266157962893437,0.0016467783905101314,-0.006619379572383306
BULL_2025,KOSPI_EX_K200,positive_abs_breadth,1,0.25,0.8333333333333286,10,29,-0.0015488058066249178,0.002983626181291902,0.0045324319879168195
BULL_2025,KOSPI_EX_K200,positive_abs_breadth,5,0.25,0.8333333333333286,10,29,0.0030835292815178444,0.004394543856340646,0.0013110145748228014
BULL_2025,KOSPI_EX_K200,positive_abs_breadth,20,0.25,0.8333333333333286,10,29,0.03719250752056717,0.022283047522582564,-0.014909459997984608
YTD_2026,KOSPI_EX_K200,positive_abs_breadth,1,0.25,0.8333333333333286,15,11,0.003142119383888273,-0.006403106559140975,-0.009545225943029248
YTD_2026,KOSPI_EX_K200,positive_abs_breadth,5,0.25,0.8333333333333286,14,11,-0.007821145787450747,0.009304223562112123,0.01712536934956287
YTD_2026,KOSPI_EX_K200,positive_abs_breadth,20,0.25,0.8333333333333286,11,11,0.014671039083297949,-0.023383304217035807,-0.038054343300333755
TRAIN_2016_2022,KOSPI_EX_K200,abs_confirmed_breadth,1,0.0,0.25,127,164,0.0011490343861241862,0.0005248329508115382,-0.000624201435312648
TRAIN_2016_2022,KOSPI_EX_K200,abs_confirmed_breadth,5,0.0,0.25,127,164,-0.0017456397369116463,0.002713731437651565,0.004459371174563211
TRAIN_2016_2022,KOSPI_EX_K200,abs_confirmed_breadth,20,0.0,0.25,127,164,0.0013418999212234783,0.005236373261707158,0.0038944733404836793
POST_2023_PLUS,KOSPI_EX_K200,abs_confirmed_breadth,1,0.0,0.25,68,107,0.003758333787341572,-0.0018561825639922956,-0.005614516351333868
POST_2023_PLUS,KOSPI_EX_K200,abs_confirmed_breadth,5,0.0,0.25,67,107,0.005766205708071734,0.0008662924070082443,-0.00489991330106349
POST_2023_PLUS,KOSPI_EX_K200,abs_confirmed_breadth,20,0.0,0.25,64,107,0.02040572564468213,0.004166035922782365,-0.016239689721899764
POST_2023_2024,KOSPI_EX_K200,abs_confirmed_breadth,1,0.0,0.25,38,59,0.002818403030821538,-0.0029389802434231457,-0.005757383274244684
POST_2023_2024,KOSPI_EX_K200,abs_confirmed_breadth,5,0.0,0.25,38,59,0.002849543880878999,0.0008511853789859131,-0.0019983585018930857
POST_2023_2024,KOSPI_EX_K200,abs_confirmed_breadth,20,0.0,0.25,38,59,0.008861531863279338,0.0035392493001064522,-0.005322282563172885
BULL_2025,KOSPI_EX_K200,abs_confirmed_breadth,1,0.0,0.25,13,36,0.0034479092875231757,0.0012992233284632995,-0.0021486859590598762
BULL_2025,KOSPI_EX_K200,abs_confirmed_breadth,5,0.0,0.25,13,36,0.014191097041218164,0.0029883544867781433,-0.01120274255444002
BULL_2025,KOSPI_EX_K200,abs_confirmed_breadth,20,0.0,0.25,13,36,0.03222143704730783,0.02199863472688236,-0.01022280232042547
YTD_2026,KOSPI_EX_K200,abs_confirmed_breadth,1,0.0,0.25,17,12,0.006096738919423951,-0.0059986449841574,-0.01209538390358135
YTD_2026,KOSPI_EX_K200,abs_confirmed_breadth,5,0.0,0.25,16,12,0.005848053339473007,-0.005425617611191664,-0.011273670950664672
YTD_2026,KOSPI_EX_K200,abs_confirmed_breadth,20,0.0,0.25,13,12,0.04233458068000308,-0.04625005959469438,-0.08858464027469745
TRAIN_2016_2022,KOSPI_EX_K200,bearish_reverse_breadth,1,0.0,0.25,132,159,-0.0002980918643190072,0.0017065918054149235,0.002004683669733931
TRAIN_2016_2022,KOSPI_EX_K200,bearish_reverse_breadth,5,0.0,0.25,132,159,0.0020106139486083126,-0.0002644360504982348,-0.0022750499991065474
TRAIN_2016_2022,KOSPI_EX_K200,bearish_reverse_breadth,20,0.0,0.25,132,159,0.006335651593417098,0.0012130848715993616,-0.005122566721817736
POST_2023_PLUS,KOSPI_EX_K200,bearish_reverse_breadth,1,0.0,0.25,90,85,0.0006063418441520601,2.8051731980774946e-05,-0.0005782901121712852
POST_2023_PLUS,KOSPI_EX_K200,bearish_reverse_breadth,5,0.0,0.25,89,85,0.003173194972159695,0.002313114323158534,-0.000860080649001161
POST_2023_PLUS,KOSPI_EX_K200,bearish_reverse_breadth,20,0.0,0.25,87,84,0.010234431586791467,0.01025400877317276,1.9577186381293868e-05
POST_2023_2024,KOSPI_EX_K200,bearish_reverse_breadth,1,0.0,0.25,40,57,0.0007851990755338245,-0.0017141838984578962,-0.0024993829739917207
POST_2023_2024,KOSPI_EX_K200,bearish_reverse_breadth,5,0.0,0.25,40,57,-0.0008811697583809567,0.00339911219594402,0.004280281954324976
POST_2023_2024,KOSPI_EX_K200,bearish_reverse_breadth,20,0.0,0.25,40,57,0.005912731644872484,0.0054218360301051954,-0.0004908956147672882
BULL_2025,KOSPI_EX_K200,bearish_reverse_breadth,1,0.0,0.25,36,13,0.0030739992365110508,-0.0014668547655321358,-0.004540854002043186
BULL_2025,KOSPI_EX_K200,bearish_reverse_breadth,5,0.0,0.25,36,13,0.005904704857016884,0.0061150498620955,0.00021034500507861615
BULL_2025,KOSPI_EX_K200,bearish_reverse_breadth,20,0.0,0.25,36,13,0.02530840635120422,0.023055915626108817,-0.002252490725095403
YTD_2026,KOSPI_EX_K200,bearish_reverse_breadth,1,0.0,0.25,14,15,-0.006250083540147526,0.007944132758825584,0.01419421629897311
YTD_2026,KOSPI_EX_K200,bearish_reverse_breadth,5,0.0,0.25,13,15,0.008083982154218721,-0.00510868839383835,-0.013192670548057072
YTD_2026,KOSPI_EX_K200,bearish_reverse_breadth,20,0.0,0.25,11,14,-0.023383304217035807,0.018040370006507236,0.04142367422354304
TRAIN_2016_2022,KOSPI_EX_K200,spread_dispersion,1,0.035252268554564724,0.05558692513868966,97,97,0.0005375827983311222,0.00109749772104949,0.0005599149227183679
TRAIN_2016_2022,KOSPI_EX_K200,spread_dispersion,5,0.035252268554564724,0.05558692513868966,97,97,-0.0022580950355457793,0.006090850867760264,0.008348945903306043
TRAIN_2016_2022,KOSPI_EX_K200,spread_dispersion,20,0.035252268554564724,0.05558692513868966,97,97,-0.007081588827325515,0.0223692653202448,0.029450854147570316
POST_2023_PLUS,KOSPI_EX_K200,spread_dispersion,1,0.035252268554564724,0.05558692513868966,56,71,0.0034071681610260865,-0.003920338559061099,-0.007327506720087185
POST_2023_PLUS,KOSPI_EX_K200,spread_dispersion,5,0.035252268554564724,0.05558692513868966,56,71,0.008575319166460453,-0.005545139825839576,-0.01412045899230003
POST_2023_PLUS,KOSPI_EX_K200,spread_dispersion,20,0.035252268554564724,0.05558692513868966,56,68,0.025234588119296835,-0.013569641968539336,-0.03880423008783617
POST_2023_2024,KOSPI_EX_K200,spread_dispersion,1,0.035252268554564724,0.05558692513868966,33,36,-0.00028442808886177084,-0.002874799335023333,-0.002590371246161562
POST_2023_2024,KOSPI_EX_K200,spread_dispersion,5,0.035252268554564724,0.05558692513868966,33,36,-0.001188423238988968,0.0006153949844144821,0.0018038182234034503
POST_2023_2024,KOSPI_EX_K200,spread_dispersion,20,0.035252268554564724,0.05558692513868966,33,36,0.0030225386001211064,-0.0001699247446871825,-0.003192463344808289
BULL_2025,KOSPI_EX_K200,spread_dispersion,1,0.035252268554564724,0.05558692513868966,15,20,0.0012848609768680566,0.0021672188774028906,0.000882357900534834
BULL_2025,KOSPI_EX_K200,spread_dispersion,5,0.035252268554564724,0.05558692513868966,15,20,0.020058091796132136,-0.0012910715833863223,-0.02134916337951846
BULL_2025,KOSPI_EX_K200,spread_dispersion,20,0.035252268554564724,0.05558692513868966,15,20,0.03629400728760268,0.01337392824469949,-0.02292007904290319
YTD_2026,KOSPI_EX_K200,spread_dispersion,1,0.035252268554564724,0.05558692513868966,8,15,0.022614328662109807,-0.01454637594537039,-0.037160704607480194
YTD_2026,KOSPI_EX_K200,spread_dispersion,5,0.035252268554564724,0.05558692513868966,8,15,0.027320557908304923,-0.026002514360386992,-0.053323072268691915
YTD_2026,KOSPI_EX_K200,spread_dispersion,20,0.035252268554564724,0.05558692513868966,8,12,0.09612288144532326,-0.09867474399549385,-0.1947976254408171
TRAIN_2016_2022,KOSPI_EX_K200,avg_corr_60d,1,-0.037658540303210974,0.04489714228381567,97,97,0.002224437392197756,-8.776757501572294e-06,-0.0022332141496993283
TRAIN_2016_2022,KOSPI_EX_K200,avg_corr_60d,5,-0.037658540303210974,0.04489714228381567,97,97,0.006764149867611613,-0.0007206837419313749,-0.007484833609542988
TRAIN_2016_2022,KOSPI_EX_K200,avg_corr_60d,20,-0.037658540303210974,0.04489714228381567,97,97,0.014207908942776935,0.005237401930451843,-0.008970507012325091
POST_2023_PLUS,KOSPI_EX_K200,avg_corr_60d,1,-0.037658540303210974,0.04489714228381567,53,75,0.0003469933619397636,-0.0009408209092312906,-0.0012878142711710543
POST_2023_PLUS,KOSPI_EX_K200,avg_corr_60d,5,-0.037658540303210974,0.04489714228381567,53,74,0.00406163806398349,0.000936440674694934,-0.003125197389288556
POST_2023_PLUS,KOSPI_EX_K200,avg_corr_60d,20,-0.037658540303210974,0.04489714228381567,53,71,0.011287606684793408,0.003806442341448044,-0.0074811643433453645
POST_2023_2024,KOSPI_EX_K200,avg_corr_60d,1,-0.037658540303210974,0.04489714228381567,15,52,-0.0059186432265206385,-0.0015279931825663126,0.004390650043954326
POST_2023_2024,KOSPI_EX_K200,avg_corr_60d,5,-0.037658540303210974,0.04489714228381567,15,52,-0.005427632877053906,0.003003051599780004,0.00843068447683391
POST_2023_2024,KOSPI_EX_K200,avg_corr_60d,20,-0.037658540303210974,0.04489714228381567,15,52,-0.00814414125145857,0.008303357152957155,0.016447498404415724
BULL_2025,KOSPI_EX_K200,avg_corr_60d,1,-0.037658540303210974,0.04489714228381567,22,13,0.0008354333059703953,0.005000662714365769,0.004165229408395374
BULL_2025,KOSPI_EX_K200,avg_corr_60d,5,-0.037658540303210974,0.04489714228381567,22,13,0.001656689930682776,0.007043700014402323,0.005387010083719547
BULL_2025,KOSPI_EX_K200,avg_corr_60d,20,-0.037658540303210974,0.04489714228381567,22,13,0.006330236110176576,0.03142815459767649,0.025097918487499916
YTD_2026,KOSPI_EX_K200,avg_corr_60d,1,-0.037658540303210974,0.04489714228381567,16,10,0.005549422740579273,-0.005611453798565351,-0.011160876539144625
YTD_2026,KOSPI_EX_K200,avg_corr_60d,5,-0.037658540303210974,0.04489714228381567,16,9,0.01626463325449453,-0.01982557482759614,-0.036090208082090666
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,positive_abs_breadth,1,0.25,1.0,113,102,0.0001399774505657821,4.3593965050998465e-05,-9.638348551478363e-05
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,positive_abs_breadth,5,0.25,1.0,113,102,0.00015707108669785465,0.0016800337410978641,0.0015229626544000095
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,positive_abs_breadth,20,0.25,1.0,113,102,0.007056195428658845,0.0015614121802406602,-0.005494783248418185
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,positive_abs_breadth,1,0.25,1.0,60,69,0.0029038303340898713,-0.0005191008910752854,-0.0034229312251651566
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,positive_abs_breadth,5,0.25,1.0,59,69,-0.002045134985366581,0.00910635190590422,0.0111514868912708
POST_2023_PLUS,KOSPI_KOSDAQ_ALL,positive_abs_breadth,20,0.25,1.0,56,69,0.00785988480461157,0.04078816597211404,0.032928281167502474
POST_2023_2024,KOSPI_KOSDAQ_ALL,positive_abs_breadth,1,0.25,1.0,37,31,0.0018372894681448733,-0.0018439553954457141,-0.0036812448635905872
POST_2023_2024,KOSPI_KOSDAQ_ALL,positive_abs_breadth,5,0.25,1.0,37,31,0.0019287895483675092,-0.0028824232768574595,-0.004811212825224969
POST_2023_2024,KOSPI_KOSDAQ_ALL,positive_abs_breadth,20,0.25,1.0,37,31,0.007099085057111609,-0.0014930981188729345,-0.008592183175984543
