universe,period,threshold_pct,n_phases,median_delta_cagr,median_delta_excess_cagr,median_delta_sharpe,median_delta_mdd,cagr_better_phases,excess_better_phases
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,10.0,10,0.3629808610569183,0.4341191504188706,0.4778416054598668,0.0969749209911985,10,10
KOSPI_ALL,YTD_2026,-10.0,10,0.1579503311407502,0.0799112096231736,0.2360108187598149,0.0413686035424598,10,10
KOSPI_ALL,YTD_2026,-5.0,10,0.1794734489545142,0.0908003186673795,0.2540872619342145,0.0379662750386394,10,10
KOSPI_ALL,YTD_2026,0.0,10,0.2283413522556701,0.1155238709153572,0.3143603586851435,0.065200316342286,10,10
KOSPI_ALL,YTD_2026,5.0,10,0.2068070839183409,0.1046291205292201,0.3108208096002003,0.0744471568884721,10,10
KOSPI_ALL,YTD_2026,10.0,10,0.2595453462469324,0.1313107887831912,0.3640074815333511,0.0644452843066094,10,10
KOSPI_EX_K200,YTD_2026,-10.0,10,0.0503989465021832,0.0487085109929639,0.0669478019424508,0.0268518470381379,6,6
KOSPI_EX_K200,YTD_2026,-5.0,10,0.0700158570280892,0.0676674489929414,0.1067643175270041,0.0319916447831066,7,7
KOSPI_EX_K200,YTD_2026,0.0,10,0.0566259548581845,0.0547266587125478,0.056833681424377,0.0348003660524876,10,10
KOSPI_EX_K200,YTD_2026,5.0,10,-0.0361946884096751,-0.0349806791737836,-0.1326510020140316,0.0022371393578822,4,4
KOSPI_EX_K200,YTD_2026,10.0,10,-0.0262236759723437,-0.0253441053439387,-0.0474773086338406,-0.0035877282922616,3,3
KOSPI_KOSDAQ_ALL,YTD_2026,-10.0,10,0.0839494543368081,0.0469253308099974,0.1086643177000921,0.0412554800148646,8,8
KOSPI_KOSDAQ_ALL,YTD_2026,-5.0,10,0.120465515933609,0.067336759137255,0.1894014454397878,0.045280914464661,9,9
KOSPI_KOSDAQ_ALL,YTD_2026,0.0,10,0.2074848143921071,0.1159780445306804,0.2896873792357787,0.0674525200590737,10,10
KOSPI_KOSDAQ_ALL,YTD_2026,5.0,10,0.2489351772971966,0.1391476053918157,0.3834323251866596,0.0880042286060439,10,10
KOSPI_KOSDAQ_ALL,YTD_2026,10.0,10,0.3398903067874843,0.1899889071479188,0.4876976991006667,0.104839347372184,10,10
