universe,period,threshold_pct,median_cagr,median_mdd,median_sharpe,median_excess_cagr,median_turnover,positive_cagr_phases,positive_excess_phases
KOSDAQ_PLUS_KOSPI_EX_K200,PRE_STRESS_2017_2024,0.0,-0.0691246093909466,-0.7030320283528491,-0.0076637261991308,-0.0827589615179024,13.658607612748902,0,0
KOSDAQ_PLUS_KOSPI_EX_K200,PRE_STRESS_2017_2024,5.0,-0.0741499882513701,-0.7006660107251896,-0.018758464992944,-0.0875908488477372,14.043006023059776,0,0
KOSDAQ_PLUS_KOSPI_EX_K200,PRE_STRESS_2017_2024,10.0,-0.0700454043779321,-0.713570011678053,-0.0074202670355646,-0.0835495386284874,14.254529899113622,0,0
KOSPI_ALL,PRE_STRESS_2017_2024,-10.0,-0.1379029924132518,-0.7392460815173417,-0.3485307491777599,-0.1540276018152689,12.850423649217795,0,0
KOSPI_ALL,PRE_STRESS_2017_2024,-5.0,-0.1375543376479616,-0.7487241044017963,-0.3473169593402611,-0.1538426741712221,13.118025348162446,0,0
KOSPI_ALL,PRE_STRESS_2017_2024,0.0,-0.1321670739941035,-0.7456904691165979,-0.3251844995481717,-0.148368288432828,13.585631644772572,0,0
KOSPI_ALL,PRE_STRESS_2017_2024,5.0,-0.1178420232023353,-0.7397170074762591,-0.2765898180169876,-0.1350487746446314,13.752770692569973,0,0
KOSPI_ALL,PRE_STRESS_2017_2024,10.0,-0.1078980027253688,-0.7221052202844127,-0.2321477157190295,-0.1254922177095336,13.292314797784137,0,0
KOSPI_EX_K200,PRE_STRESS_2017_2024,-10.0,-0.1159906444176741,-0.7394758996357176,-0.2796523217665086,-0.1366171782311785,11.829555134917053,0,0
KOSPI_EX_K200,PRE_STRESS_2017_2024,-5.0,-0.1184353930300268,-0.7355851341678716,-0.2962299696074968,-0.139183590948258,12.176619581674036,0,0
KOSPI_EX_K200,PRE_STRESS_2017_2024,0.0,-0.113684759716964,-0.7351742213583425,-0.2763138314004036,-0.1343180352997616,12.536125913176662,0,0
