date,sample,horizon,universe,strategy,gross,turnover
2016-02-01,EARLY_2016_2019,20,KOSDAQ_PLUS_KOSPI_EX_K200,VETO_TOP1_LOW20,-0.0002571342822615553,1.0
2016-02-01,EARLY_2016_2019,20,KOSDAQ_PLUS_KOSPI_EX_K200,VETO_TOP1_LOW30,-0.0023330731231428884,1.0
2016-02-01,EARLY_2016_2019,20,KOSDAQ_PLUS_KOSPI_EX_K200,VETO_TOP1_ONLY,-0.0049221147962556465,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_ALL,CF20,0.0221061233674745,0.5
2016-02-01,EARLY_2016_2019,20,KOSPI_ALL,VETO_LOW05,0.02140985582705809,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_ALL,VETO_LOW10,0.01977306685558698,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_ALL,VETO_LOW20,0.01801587816332798,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_ALL,VETO_LOW30,0.010022160046573542,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_ALL,VETO_TOP1_LOW05,0.020720499504977098,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_ALL,VETO_TOP1_LOW10,0.01936602722381129,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_ALL,VETO_TOP1_LOW20,0.017608838531552286,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_ALL,VETO_TOP1_LOW30,0.01120099600485987,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_ALL,VETO_TOP1_ONLY,0.021416767045393508,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_EX_K200,CF20,-0.004255203485398934,0.525
2016-02-01,EARLY_2016_2019,20,KOSPI_EX_K200,VETO_LOW05,-0.004255203485398934,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_EX_K200,VETO_LOW10,-0.003744122602076471,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_EX_K200,VETO_LOW20,-0.0025166746853631412,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_EX_K200,VETO_LOW30,-0.007567940567225483,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_EX_K200,VETO_TOP1_LOW05,-0.004255203485398934,1.0
2016-02-01,EARLY_2016_2019,20,KOSPI_EX_K200,VETO_TOP1_LOW10,-0.003744122602076471,1.0
