universe,eval_year,period,feature,target,train_n,test_n,train_spearman,direction,oos_spearman,directed_oos_spearman,raw_high_minus_low,directed_high_minus_low
K200,2020,DEV_2020_2022,DISPERSION_20,TARGET_WORST_LEADER_LOSS_20,184,50,0.12083373466124712,1,0.2771188475390156,0.2771188475390156,,
K200,2020,DEV_2020_2022,DISPERSION_60,TARGET_WORST_LEADER_LOSS_20,184,50,-0.023779160486216793,-1,0.29680672268907565,-0.29680672268907565,,
K200,2020,DEV_2020_2022,ABS_OPPORTUNITY_20,TARGET_WORST_LEADER_LOSS_20,184,50,0.12814817668702203,1,0.21527010804321725,0.21527010804321725,0.01806632931515221,0.01806632931515221
K200,2020,DEV_2020_2022,RANGE_20,TARGET_WORST_LEADER_LOSS_20,184,50,0.1388356995627131,1,0.2945018007202881,0.2945018007202881,,
K200,2020,DEV_2020_2022,LEADER_STRENGTH_20,TARGET_WORST_LEADER_LOSS_20,184,50,0.07113906493806707,1,0.11894357743097239,0.11894357743097239,0.015120766713029381,0.015120766713029381
K200,2020,DEV_2020_2022,LOSER_WEAKNESS_20,TARGET_WORST_LEADER_LOSS_20,184,50,0.12820211515863691,1,0.3426170468187274,0.3426170468187274,0.016200733574265026,0.016200733574265026
K200,2020,DEV_2020_2022,WINNER_GAP_20,TARGET_WORST_LEADER_LOSS_20,184,50,0.17653098572556877,1,0.20614645858343336,0.20614645858343336,0.02165249782640305,0.02165249782640305
K200,2020,DEV_2020_2022,CROSS_HORIZON_RANK_CORR,TARGET_WORST_LEADER_LOSS_20,184,50,0.005219922524403342,1,0.15699463419733467,0.15699463419733467,0.02211550887466395,0.02211550887466395
K200,2020,DEV_2020_2022,PREV_RANK_CORR_20,TARGET_WORST_LEADER_LOSS_20,184,50,0.012727501632788801,1,0.10561216744196071,0.10561216744196071,0.015297897275363686,0.015297897275363686
K200,2020,DEV_2020_2022,RANK_TURNOVER_20,TARGET_WORST_LEADER_LOSS_20,184,50,-0.012727501632788801,-1,-0.10561216744196071,0.10561216744196071,-0.015297897275363686,0.015297897275363686
K200,2020,DEV_2020_2022,BREADTH_CHANGE_20,TARGET_WORST_LEADER_LOSS_20,184,50,-0.0683842651873063,-1,0.19246765539994037,-0.19246765539994037,0.030815015943938765,-0.030815015943938765
K200,2020,DEV_2020_2022,DISPERSION_CHANGE_20,TARGET_WORST_LEADER_LOSS_20,184,50,0.1571343260580609,1,0.19798319327731093,0.19798319327731093,0.0179259369480841,0.0179259369480841
K200,2020,DEV_2020_2022,AVG_PAIR_CORR_60,TARGET_WORST_LEADER_LOSS_20,184,50,-0.015303114946735759,-1,-0.4412484993997599,0.4412484993997599,,
K200,2020,DEV_2020_2022,PC1_SHARE_60,TARGET_WORST_LEADER_LOSS_20,184,50,0.07803548380882665,1,-0.11865546218487394,-0.11865546218487394,,
K200,2020,DEV_2020_2022,FACTOR_VOL_MEDIAN_60,TARGET_WORST_LEADER_LOSS_20,184,50,0.15015507310589277,1,-0.06996398559423768,-0.06996398559423768,0.00977403641301065,0.00977403641301065
K200,2020,DEV_2020_2022,SIGN_ALIGNMENT_20_60,TARGET_WORST_LEADER_LOSS_20,184,50,-0.023244770822999153,-1,0.24716388334634934,-0.24716388334634934,0.0050870943019401624,-0.0050870943019401624
K200,2020,DEV_2020_2022,LEADER_ABS_SHARE_20,TARGET_WORST_LEADER_LOSS_20,184,50,-0.12073934233592108,-1,-0.11500600240096039,0.11500600240096039,-0.01106894093238098,0.01106894093238098
K200,2020,DEV_2020_2022,TOP2_ABS_SHARE_20,TARGET_WORST_LEADER_LOSS_20,184,50,-0.1699639768064572,-1,-0.272124849939976,0.272124849939976,-0.025667189998834418,0.025667189998834418
K200,2020,DEV_2020_2022,LEADER_Z_20,TARGET_WORST_LEADER_LOSS_20,184,50,0.017312323014390014,1,-0.09531812725090036,-0.09531812725090036,-0.014813331526588217,-0.014813331526588217
K200,2020,DEV_2020_2022,TOP2_PREMIUM_20,TARGET_WORST_LEADER_LOSS_20,184,50,0.05470324208741885,1,0.06448979591836734,0.06448979591836734,0.016897097319086167,0.016897097319086167
K200,2020,DEV_2020_2022,EXTREME_RANGE_RATIO_20,TARGET_WORST_LEADER_LOSS_20,184,50,0.04596906243378089,1,0.2905642256902761,0.2905642256902761,0.04777428006247209,0.04777428006247209
K200,2020,DEV_2020_2022,BREADTH_20,TARGET_REVERSAL_GAP_20,184,50,-0.09703243819191527,-1,0.07731212411181,-0.07731212411181,0.015623797461349896,-0.015623797461349896
K200,2020,DEV_2020_2022,BREADTH_60,TARGET_REVERSAL_GAP_20,184,50,-0.07390849977967495,-1,0.04519784646704241,-0.04519784646704241,-0.004891448527579067,0.004891448527579067
K200,2020,DEV_2020_2022,DISPERSION_20,TARGET_REVERSAL_GAP_20,184,50,0.17183255957311552,1,0.31841536614645854,0.31841536614645854,,
K200,2020,DEV_2020_2022,DISPERSION_60,TARGET_REVERSAL_GAP_20,184,50,-0.0644198724740421,-1,0.35596638655462187,-0.35596638655462187,,
K200,2020,DEV_2020_2022,ABS_OPPORTUNITY_20,TARGET_REVERSAL_GAP_20,184,50,0.17497832829265472,1,0.2568547418967587,0.2568547418967587,0.02627483203790582,0.02627483203790582
K200,2020,DEV_2020_2022,RANGE_20,TARGET_REVERSAL_GAP_20,184,50,0.17200593323187763,1,0.30564225690276114,0.30564225690276114,,
K200,2020,DEV_2020_2022,LEADER_STRENGTH_20,TARGET_REVERSAL_GAP_20,184,50,0.09186299628209822,1,0.042785114045618244,0.042785114045618244,-0.0053960659046901355,-0.0053960659046901355
K200,2020,DEV_2020_2022,LOSER_WEAKNESS_20,TARGET_REVERSAL_GAP_20,184,50,0.1571073568222535,1,0.4051380552220888,0.4051380552220888,0.055778605535882264,0.055778605535882264
K200,2020,DEV_2020_2022,WINNER_GAP_20,TARGET_REVERSAL_GAP_20,184,50,0.2087534433935004,1,0.07553421368547418,0.07553421368547418,0.01114346546748731,0.01114346546748731
K200,2020,DEV_2020_2022,CROSS_HORIZON_RANK_CORR,TARGET_REVERSAL_GAP_20,184,50,-0.00824431633562522,-1,0.17462530456160086,-0.17462530456160086,0.02880896596478319,-0.02880896596478319
K200,2020,DEV_2020_2022,PREV_RANK_CORR_20,TARGET_REVERSAL_GAP_20,184,50,-0.049526561497116546,-1,0.16115705623309198,-0.16115705623309198,0.030629909475801985,-0.030629909475801985
K200,2020,DEV_2020_2022,RANK_TURNOVER_20,TARGET_REVERSAL_GAP_20,184,50,0.049526561497116546,1,-0.16115705623309198,-0.16115705623309198,-0.030629909475801985,-0.030629909475801985
K200,2020,DEV_2020_2022,BREADTH_CHANGE_20,TARGET_REVERSAL_GAP_20,184,50,0.0012023777555478959,1,0.24315551602691884,0.24315551602691884,0.02095068829254417,0.02095068829254417
K200,2020,DEV_2020_2022,DISPERSION_CHANGE_20,TARGET_REVERSAL_GAP_20,184,50,0.21496214675117029,1,0.2710684273709484,0.2710684273709484,0.0353538253417289,0.0353538253417289
K200,2020,DEV_2020_2022,AVG_PAIR_CORR_60,TARGET_REVERSAL_GAP_20,184,50,-0.16539076496310995,-1,-0.19356542617046818,0.19356542617046818,,
K200,2020,DEV_2020_2022,PC1_SHARE_60,TARGET_REVERSAL_GAP_20,184,50,-0.006202924235711121,-1,0.042785114045618244,-0.042785114045618244,,
K200,2020,DEV_2020_2022,FACTOR_VOL_MEDIAN_60,TARGET_REVERSAL_GAP_20,184,50,0.07798539808518426,1,0.0012004801920768309,0.0012004801920768309,0.030121984425823586,0.030121984425823586
K200,2020,DEV_2020_2022,SIGN_ALIGNMENT_20_60,TARGET_REVERSAL_GAP_20,184,50,0.055853846768387984,1,0.21432290003438886,0.21432290003438886,-0.003411652635011716,-0.003411652635011716
