sample,universe,n_pos_alt,horizon,metric,series,n,mean,positive_share,tstat
TRAIN_2016_2022,K200,1,20,top,pos_alt_top_20,9,0.03267712483139841,0.6666666666666666,2.0266597129704547
TRAIN_2016_2022,K200,1,20,top,neg_alt_top_20,9,0.03603072068852756,0.8888888888888888,3.2539793321691737
TRAIN_2016_2022,K200,1,20,top,mom_top_20,9,0.026792067165125673,0.6666666666666666,2.060435011931588
TRAIN_2016_2022,K200,1,20,top,pos_minus_mom_top_20,9,0.005885057666272737,0.5555555555555556,0.43734731340347205
TRAIN_2016_2022,K200,1,20,spread,pos_alt_spread_20,9,0.008496061529558655,0.6666666666666666,0.5511062268962109
TRAIN_2016_2022,K200,1,20,spread,neg_alt_spread_20,9,0.007538425801254929,0.6666666666666666,1.157483009235099
TRAIN_2016_2022,K200,1,20,spread,mom_spread_20,9,-0.003716536357547589,0.5555555555555556,-0.20991575246209657
TRAIN_2016_2022,K200,1,20,spread,pos_minus_mom_spread_20,9,0.012212597887106245,0.7777777777777778,0.449442485391659
TRAIN_2016_2022,K200,2,5,top,pos_alt_top_5,18,0.006665609813574825,0.6111111111111112,1.9520334504586723
TRAIN_2016_2022,K200,2,5,top,neg_alt_top_5,18,0.005963929354116789,0.6111111111111112,1.666028294554646
TRAIN_2016_2022,K200,2,5,top,mom_top_5,18,0.0023169737632372438,0.6111111111111112,0.5781626717097448
TRAIN_2016_2022,K200,2,5,top,pos_minus_mom_top_5,18,0.004348636050337581,0.4444444444444444,1.1842275702957528
TRAIN_2016_2022,K200,2,5,spread,pos_alt_spread_5,18,0.0036580818297171883,0.6111111111111112,0.8831735423423686
