Code,Name,결산월,WICS업종명(중)
A101170,우림피티에스,12,자본재
A101240,씨큐브,12,소재
A101330,모베이스,12,자동차와부품
A101360,에코앤드림,12,소재
A101390,아이엠,12,
A101400,엔시트론,12,반도체와반도체장비
A101490,에스앤에스텍,12,반도체와반도체장비
A101530,해태제과식품,12,"식품,음료,담배"
A101670,하이드로리튬,12,전자와 전기제품
A101680,한국정밀기계,12,자본재
A101730,위메이드맥스,12,미디어와엔터테인먼트
A101930,인화정공,12,자본재
A101970,우양에이치씨,12,에너지
A102120,어보브반도체,12,반도체와반도체장비
A102260,동성케미컬,12,소재
A102370,케이옥션,12,소매(유통)
A102460,이연제약,12,제약과생물공학
A102710,이엔에프테크놀로지,12,반도체와반도체장비
A102940,코오롱생명과학,12,제약과생물공학
A103140,풍산,12,소재
A103230,에스앤더블류,12,자본재
A103590,일진전기,12,자본재
A103840,우양,12,"식품,음료,담배"
A104040,디에스엠,12,자동차와부품
A104200,NHN벅스,12,미디어와엔터테인먼트
A104460,디와이피엔에프,12,자본재
A104480,티케이케미칼,12,소재
A104540,코렌텍,12,건강관리장비와서비스
A104620,노랑풍선,12,"호텔,레스토랑,레저등"
A104700,한국철강,12,소재
A104830,원익머트리얼즈,12,소재
A105330,케이엔더블유,12,반도체와반도체장비
A105550,엣지파운드리,12,자동차와부품
A105560,KB금융,12,은행
A105630,한세실업,12,내구소비재와의류
A105740,디케이락,12,자본재
A105760,포스뱅크,12,상업서비스와공급품
A105840,우진,12,자본재
A106080,케이이엠텍,12,기술하드웨어와장비
A106190,하이텍팜,12,제약과생물공학
A106240,파인테크닉스,12,디스플레이
A106520,노블엠앤비,12,
A107590,미원홀딩스,12,소재
A107600,새빗켐,12,전자와 전기제품
A107640,한중엔시에스,12,자본재
A108230,톱텍,12,자본재
A108320,LX세미콘,12,디스플레이
A108380,대양전기공업,12,자본재
A108490,로보티즈,12,자본재
A108670,LX하우시스,12,자본재
A108860,셀바스AI,12,건강관리장비와서비스
A109070,주성코퍼레이션,12,운송
A109080,옵티시스,12,기술하드웨어와장비
A109610,에스와이,12,자본재
A109670,씨싸이트,12,내구소비재와의류
A109740,디에스케이,12,기술하드웨어와장비
A109820,진매트릭스,12,제약과생물공학
A109860,동일금속,12,자본재
A109960,앱토크롬,12,제약과생물공학
A110020,전진바이오팜,12,가정용품과개인용품
A110790,크리스에프앤씨,12,내구소비재와의류
A110990,디아이티,12,반도체와반도체장비
A111110,호전실업,12,내구소비재와의류
A111380,동인기연,12,내구소비재와의류
A111710,남화산업,12,"호텔,레스토랑,레저등"
A111770,영원무역,12,내구소비재와의류
A112040,위메이드,12,미디어와엔터테인먼트
A112290,와이씨켐,12,반도체와반도체장비
A112610,씨에스윈드,12,에너지
A113810,디젠스,12,자동차와부품
A114090,GKL,12,"호텔,레스토랑,레저등"
A114190,강원에너지,12,기술하드웨어와장비
A114450,그린생명과학,12,제약과생물공학
A114630,폴라리스우노,12,내구소비재와의류
A114810,한솔아이원스,12,반도체와반도체장비
A114840,아이패밀리에스씨,12,내구소비재와의류
A115160,휴맥스,12,전자와 전기제품
A115180,큐리언트,12,제약과생물공학
A115310,인포바인,12,소프트웨어와서비스
A115440,우리넷,12,기술하드웨어와장비
A115450,HLB테라퓨틱스,12,제약과생물공학
A115480,씨유메디칼,12,건강관리장비와서비스
A115500,케이씨에스,12,소프트웨어와서비스
A115530,씨엔플러스,12,에너지
A115570,스타플렉스,12,소재
A115610,이미지스,12,기술하드웨어와장비
A117580,대성에너지,12,유틸리티
A117670,알파칩스,12,반도체와반도체장비
A117730,티로보틱스,12,자본재
A118000,메타케어,12,제약과생물공학
A118990,모트렉스,12,자동차와부품
A119500,포메탈,12,자본재
A119610,인터로조,12,건강관리장비와서비스
A119650,KC코트렐,12,상업서비스와공급품
A119830,아이텍,12,반도체와반도체장비
A119850,지엔씨에너지,12,자본재
A120030,조선선재,12,소재
A120110,코오롱인더,12,소재
A120240,대정화금,12,소재
A121440,골프존홀딩스,12,내구소비재와의류
A121600,나노신소재,12,소재
A121800,비덴트,12,디스플레이
A121850,코이즈,12,디스플레이
A121890,에스디시스템,12,운송
A122310,제노레이,12,건강관리장비와서비스
A122350,삼기,12,자동차와부품
A122450,KX,12,자본재
A122640,예스티,12,반도체와반도체장비
A122690,서진오토모티브,12,자동차와부품
A122870,와이지엔터테인먼트,12,미디어와엔터테인먼트
A122900,아이마켓코리아,12,상업서비스와공급품
A122990,와이솔,12,기술하드웨어와장비
A123010,MSDI,12,기술하드웨어와장비
A123040,엠에스오토텍,12,자동차와부품
A123330,제닉,12,내구소비재와의류
A123410,코리아에프티,12,자동차와부품
A123420,위메이드플레이,12,미디어와엔터테인먼트
A123570,이엠넷,12,미디어와엔터테인먼트
A123690,한국화장품,12,내구소비재와의류
A123700,SJM,12,자동차와부품
A123750,알톤,12,내구소비재와의류
A123840,뉴온,12,건강관리장비와서비스
A123860,아나패스,12,디스플레이
A123890,한국자산신탁,12,부동산
A124500,아이티센글로벌,12,소프트웨어와서비스
A124560,태웅로직스,12,운송
A125020,티씨머티리얼즈,12,자본재
A125210,아모그린텍,12,소재
A125490,한라캐스트,12,자동차와부품
A126340,비나텍,12,자본재
A126560,현대퓨처넷,12,내구소비재와의류
A126600,BGF에코머티리얼즈,12,소재
A126640,화신정공,12,자동차와부품
A126700,하이비젼시스템,12,기술하드웨어와장비
A126720,수산인더스트리,12,에너지
A126730,코칩,12,전자와 전기제품
A126880,제이엔케이글로벌,12,에너지
A127120,제이에스링크,12,제약과생물공학
A127710,아시아경제,12,미디어와엔터테인먼트
A127980,화인써키트,12,기술하드웨어와장비
A128540,에코캡,12,자동차와부품
A128660,피제이메탈,12,소재
A128820,대성산업,12,에너지
A128940,한미약품,12,제약과생물공학
A129260,인터지스,12,운송
A129890,앱코,12,기술하드웨어와장비
A129920,대성하이텍,12,자본재
A130500,GH신소재,12,자동차와부품
A130580,나이스디앤비,12,상업서비스와공급품
A130660,한전산업,12,유틸리티
A130740,티피씨글로벌,12,자동차와부품
A131030,옵투스제약,12,제약과생물공학
A131090,시큐브,12,소프트웨어와서비스
A131100,티엔엔터테인먼트,12,미디어와엔터테인먼트
A131180,딜리,12,기술하드웨어와장비
A131220,대한과학,12,제약과생물공학
A131290,티에스이,12,반도체와반도체장비
A131370,알서포트,12,소프트웨어와서비스
A131400,이브이첨단소재,12,기술하드웨어와장비
A131760,파인텍,12,디스플레이
A131970,두산테스나,12,반도체와반도체장비
A133750,메가엠디,12,교육서비스
A133820,화인베스틸,12,소재
A134060,이퓨쳐,12,교육서비스
A134380,미원화학,12,소재
A134580,탑코미디어,12,미디어와엔터테인먼트
A134790,시디즈,12,자본재
A136150,원일티엔아이,12,에너지
A136410,아셈스,12,소재
A136480,하림,12,"식품,음료,담배"
A136490,선진,12,"식품,음료,담배"
A136540,윈스테크넷,12,소프트웨어와서비스
A137080,나래나노텍,12,디스플레이
A137310,에스디바이오센서,12,건강관리장비와서비스
A137400,피엔티,12,전자와 전기제품
A137940,넥스트아이,12,내구소비재와의류
A137950,제이씨케미칼,12,에너지
A138040,메리츠금융지주,12,증권
A138070,신진에스엠,12,자본재
A138080,오이솔루션,12,기술하드웨어와장비
A138360,앤로보틱스,12,자본재
A138610,나이벡,12,건강관리장비와서비스
A138930,BNK금융지주,12,은행
A139130,iM금융지주,12,은행
A139480,이마트,12,소매(유통)
A139670,키네마스터,12,소프트웨어와서비스
A139990,아주스틸,12,소재
A140070,서플러스글로벌,12,반도체와반도체장비
A140410,메지온,12,"식품,음료,담배"
A140430,카티스,12,기술하드웨어와장비
A140520,대창스틸,12,소재
A140670,알에스오토메이션,12,자본재
A140860,파크시스템스,12,기술하드웨어와장비
A141000,비아트론,12,디스플레이
A141080,리가켐바이오,12,제약과생물공학
A142210,유니트론텍,12,반도체와반도체장비
A142280,녹십자엠에스,12,건강관리장비와서비스
A142760,모아라이프플러스,12,제약과생물공학
A143160,아이디스,12,기술하드웨어와장비
A143210,핸즈코퍼레이션,12,자동차와부품
A143240,사람인,12,상업서비스와공급품
A143540,영우디에스피,12,디스플레이
A144510,지씨셀,12,건강관리장비와서비스
A144960,뉴파워프라즈마,12,반도체와반도체장비
A145020,휴젤,12,제약과생물공학
A145170,노브랜드,12,내구소비재와의류
A145210,다이나믹디자인,12,자동차와부품
A145720,덴티움,12,건강관리장비와서비스
A145990,삼양사,12,"식품,음료,담배"
A146060,율촌,12,자동차와부품
A146320,비씨엔씨,12,반도체와반도체장비
A147760,피엠티,12,반도체와반도체장비
A147830,제룡산업,12,자본재
A148150,세경하이테크,12,기술하드웨어와장비
A148250,알엔투테크놀로지,12,기술하드웨어와장비
A148780,비큐AI,12,소프트웨어와서비스
A148930,에이치와이티씨,12,전자와 전기제품
A149950,아바텍,12,디스플레이
A149980,하이로닉,12,건강관리장비와서비스
A150900,파수AI,12,소프트웨어와서비스
A151860,KG에코솔루션,12,자동차와부품
A153460,네이블,12,소프트웨어와서비스
A153490,우리이앤엘하루틴,12,디스플레이
A153710,옵티팜,12,제약과생물공학
A154030,아시아종묘,12,제약과생물공학
A154040,다산솔루에타,12,전자와 전기제품
A155650,와이엠씨,12,디스플레이
A155660,DSR,12,소재
A156100,엘앤케이바이오,12,건강관리장비와서비스
A158430,아톤,12,소프트웨어와서비스
A159010,아스플로,12,자본재
A159580,제로투세븐,12,내구소비재와의류
A159910,에코글로우,12,내구소비재와의류
A160190,하이젠알앤엠,12,자본재
A160550,NEW,12,미디어와엔터테인먼트
A160980,싸이맥스,12,반도체와반도체장비
A161000,애경케미칼,12,소재
A161390,한국타이어앤테크놀로지,12,자동차와부품
A161580,필옵틱스,12,기술하드웨어와장비
A161890,한국콜마,12,내구소비재와의류
A162300,신스틸,12,소재
A163280,에어레인,12,소재
A163560,동일고무벨트,12,소재
A163730,핑거,12,소프트웨어와서비스
A166090,하나머티리얼즈,12,반도체와반도체장비
A166480,코아스템켐온,12,제약과생물공학
A168330,내츄럴엔도텍,12,내구소비재와의류
A168360,펨트론,12,기술하드웨어와장비
A169330,엠브레인,6,소프트웨어와서비스
A170030,현대공업,12,자동차와부품
A170790,파이오링크,12,기술하드웨어와장비
A170900,동아에스티,12,제약과생물공학
A170920,엘티씨,12,반도체와반도체장비
A171010,램테크놀러지,12,반도체와반도체장비
A171090,선익시스템,12,디스플레이
A171120,라이온켐텍,12,자본재
A172670,에이엘티,12,반도체와반도체장비
A173130,오파스넷,12,소프트웨어와서비스
A173940,에프엔씨엔터,12,미디어와엔터테인먼트
A174900,앱클론,12,제약과생물공학
A175140,아고스,12,전자와 전기제품
A175250,아이큐어,12,내구소비재와의류
A175330,JB금융지주,12,은행
A176750,듀켐바이오,12,제약과생물공학
A177350,베셀,12,소재
A177830,파버나인,12,디스플레이
A177900,쓰리에이로직스,12,기술하드웨어와장비
A178320,서진시스템,12,자본재
A178780,일월지엠엘,12,소매(유통)
