sample,factor,direction,overlay,top_n,cost_bps,n_periods,annualized_return,sharpe,mdd,avg_turnover
FULL,MOM1M,HIGH,ACT5_KEEP_TOP70,20,60,257,-0.060490045197173825,-0.16239237975083884,-0.7132660453103057,0.6727626459143968
OOS_2023_PLUS,MOM1M,HIGH,ACT5_KEEP_TOP70,20,60,86,0.09160049204434473,0.44508975152981234,-0.2749711732782063,0.658720930232558
FULL,MOM1M,HIGH,ACT5_W10,10,0,257,0.000838783427139278,0.1453396400667166,-0.7164078541878562,0.7575875486381323
OOS_2023_PLUS,MOM1M,HIGH,ACT5_W10,10,0,86,0.2690589913528134,0.8050269953746755,-0.32943126936360834,0.7418604651162791
FULL,MOM1M,HIGH,ACT5_W10,10,30,257,-0.054982322857552224,-0.04735200855218514,-0.820310307718431,0.7575875486381323
OOS_2023_PLUS,MOM1M,HIGH,ACT5_W10,10,30,86,0.2002632843750607,0.6579042240463899,-0.34647706222463504,0.7418604651162791
FULL,MOM1M,HIGH,ACT5_W10,10,60,257,-0.10781088070077205,-0.2401743356591455,-0.8900089698120164,0.7575875486381323
OOS_2023_PLUS,MOM1M,HIGH,ACT5_W10,10,60,86,0.13505163771700612,0.5107629412216017,-0.40222173608219336,0.7418604651162791
FULL,MOM1M,HIGH,ACT5_W10,20,0,257,0.04390729365497936,0.30024669281632804,-0.4577969331382947,0.6429961089494164
OOS_2023_PLUS,MOM1M,HIGH,ACT5_W10,20,0,86,0.19709967407497286,0.7740093959735855,-0.22308592321789067,0.630813953488372
FULL,MOM1M,HIGH,ACT5_W10,20,30,257,-0.005624761708875492,0.08854705301879258,-0.549271049979269,0.6429961089494164
OOS_2023_PLUS,MOM1M,HIGH,ACT5_W10,20,30,86,0.14160836752274375,0.6048659459118263,-0.22838900346228586,0.630813953488372
FULL,MOM1M,HIGH,ACT5_W10,20,60,257,-0.052898299010376126,-0.12323645594632514,-0.6978648724344865,0.6429961089494164
OOS_2023_PLUS,MOM1M,HIGH,ACT5_W10,20,60,86,0.08858861483793978,0.4357157721069097,-0.2683223243348475,0.630813953488372
FULL,MOM1M,HIGH,BASE,10,0,259,0.054577923517890925,0.3227669157059536,-0.5805880430481639,0.6729729729729729
OOS_2023_PLUS,MOM1M,HIGH,BASE,10,0,86,0.3602989238640075,1.0095648694164,-0.28335724749158986,0.6372093023255814
FULL,MOM1M,HIGH,BASE,10,30,259,0.0022198494579923622,0.1516927402141686,-0.7109556358487044,0.6729729729729729
OOS_2023_PLUS,MOM1M,HIGH,BASE,10,30,86,0.29677154720813137,0.8787685852516727,-0.3030058537485242,0.6372093023255814
FULL,MOM1M,HIGH,BASE,10,60,259,-0.04764181653754451,-0.019271280262459823,-0.8138134813387377,0.6729729729729729
OOS_2023_PLUS,MOM1M,HIGH,BASE,10,60,86,0.23609100184852316,0.7481229195261899,-0.3511355363964481,0.6372093023255814
FULL,MOM1M,HIGH,BASE,20,0,259,0.045137967151287484,0.3054854477622378,-0.44545056046853637,0.6123552123552124
OOS_2023_PLUS,MOM1M,HIGH,BASE,20,0,86,0.24358775460424686,0.9070566220806145,-0.21800388913074975,0.5883720930232559
FULL,MOM1M,HIGH,BASE,20,30,259,-0.002145977845545266,0.10441260580833411,-0.5950893941152822,0.6123552123552124
OOS_2023_PLUS,MOM1M,HIGH,BASE,20,30,86,0.18978286672954692,0.749890827000718,-0.24530255049614857,0.5883720930232559
FULL,MOM1M,HIGH,BASE,20,60,259,-0.04737483112675944,-0.09667990111491996,-0.7263084784964271,0.6123552123552124
OOS_2023_PLUS,MOM1M,HIGH,BASE,20,60,86,0.13821388614443642,0.5928306875232275,-0.2923948922631555,0.5883720930232559
FULL,MOM1M,HIGH,RAW_TA_W10,10,0,259,0.08649188875753722,0.41942307208730945,-0.5717359101526517,0.6664092664092663
OOS_2023_PLUS,MOM1M,HIGH,RAW_TA_W10,10,0,86,0.4551987985381001,1.1390154622493587,-0.32903381893594097,0.6313953488372093
FULL,MOM1M,HIGH,RAW_TA_W10,10,30,259,0.033180509980795136,0.25457147421177534,-0.6752968594464148,0.6664092664092663
OOS_2023_PLUS,MOM1M,HIGH,RAW_TA_W10,10,30,86,0.3880817491836055,1.018237424176584,-0.33383321686290235,0.6313953488372093
FULL,MOM1M,HIGH,RAW_TA_W10,10,60,259,-0.017619775531472204,0.08962605001926215,-0.7710265173425388,0.6664092664092663
OOS_2023_PLUS,MOM1M,HIGH,RAW_TA_W10,10,60,86,0.3239348683840402,0.8975051209245616,-0.3386080509365622,0.6313953488372093
FULL,MOM1M,HIGH,RAW_TA_W10,20,0,259,0.04598492712636104,0.3049999052588669,-0.5076793517023852,0.5992277992277993
OOS_2023_PLUS,MOM1M,HIGH,RAW_TA_W10,20,0,86,0.2305448914528203,0.828149985319105,-0.2546438994016019,0.5744186046511628
FULL,MOM1M,HIGH,RAW_TA_W10,20,30,259,-0.00031784137306567484,0.11636948225924781,-0.5894867330062552,0.5992277992277993
OOS_2023_PLUS,MOM1M,HIGH,RAW_TA_W10,20,30,86,0.17856077754861266,0.6856471864789265,-0.30052527319501365,0.5744186046511628
FULL,MOM1M,HIGH,RAW_TA_W10,20,60,259,-0.04465174972938413,-0.07247310457407531,-0.7174328096080639,0.5992277992277993
OOS_2023_PLUS,MOM1M,HIGH,RAW_TA_W10,20,60,86,0.12868557536165492,0.543071293200589,-0.3436611537393154,0.5744186046511628
FULL,MOM1M,HIGH,TURNOVER_W10,10,0,259,0.05635706787034467,0.32816793644069775,-0.6056614629982624,0.6617760617760619
OOS_2023_PLUS,MOM1M,HIGH,TURNOVER_W10,10,0,86,0.2870393833007845,0.8567805840060976,-0.3315023863589335,0.6465116279069768
FULL,MOM1M,HIGH,TURNOVER_W10,10,30,259,0.004799831709318969,0.16300491560993458,-0.6810712659307099,0.6617760617760619
OOS_2023_PLUS,MOM1M,HIGH,TURNOVER_W10,10,30,86,0.22601385943746521,0.7252956830182882,-0.376778162465327,0.6465116279069768
FULL,MOM1M,HIGH,TURNOVER_W10,10,60,259,-0.044340950670981094,-0.0022030619919280923,-0.7918782834691703,0.6617760617760619
OOS_2023_PLUS,MOM1M,HIGH,TURNOVER_W10,10,60,86,0.16776601192872387,0.5938509353040177,-0.4190752363188154,0.6465116279069768
FULL,MOM1M,HIGH,TURNOVER_W10,20,0,259,0.05060892284667684,0.32516152678882965,-0.4855334464467359,0.5996138996138995
OOS_2023_PLUS,MOM1M,HIGH,TURNOVER_W10,20,0,86,0.23521723027698704,0.8639861236465184,-0.2548745886029157,0.5738372093023256
FULL,MOM1M,HIGH,TURNOVER_W10,20,30,259,0.004047892447883283,0.13387628600490395,-0.5504935430800959,0.5996138996138995
OOS_2023_PLUS,MOM1M,HIGH,TURNOVER_W10,20,30,86,0.18303638041545112,0.7153604943692626,-0.2601402965650572,0.5738372093023256
FULL,MOM1M,HIGH,TURNOVER_W10,20,60,259,-0.04053128117126614,-0.05740096087370577,-0.6901418590844332,0.5996138996138995
OOS_2023_PLUS,MOM1M,HIGH,TURNOVER_W10,20,60,86,0.13297181942718717,0.5668617551890623,-0.2800003589859107,0.5738372093023256
FULL,MOM1M,LOW,ACT1_W10,10,0,257,0.12618492325683195,0.5598833186732151,-0.43116823488683886,0.7891050583657588
OOS_2023_PLUS,MOM1M,LOW,ACT1_W10,10,0,86,0.2363524820917844,0.8617428238183089,-0.3985666401185385,0.7895348837209305
FULL,MOM1M,LOW,ACT1_W10,10,30,257,0.061081119765099334,0.35189046299003585,-0.4871097778979031,0.7891050583657588
OOS_2023_PLUS,MOM1M,LOW,ACT1_W10,10,30,86,0.16506930561019995,0.6615162963159451,-0.4081338076570723,0.7895348837209305
FULL,MOM1M,LOW,ACT1_W10,10,60,257,-0.00040495537666451753,0.1438990708944824,-0.5559440764933445,0.7891050583657588
OOS_2023_PLUS,MOM1M,LOW,ACT1_W10,10,60,86,0.09773696712305568,0.4614062915695348,-0.41757443263448946,0.7895348837209305
FULL,MOM1M,LOW,ACT1_W10,20,0,257,0.05955724480761582,0.3539318496432229,-0.3970668141393866,0.6852140077821012
OOS_2023_PLUS,MOM1M,LOW,ACT1_W10,20,0,86,0.11993954205942314,0.5555870091539469,-0.3970668141393866,0.6941860465116279
FULL,MOM1M,LOW,ACT1_W10,20,30,257,0.006024261158285027,0.1540225571482541,-0.4402907428820403,0.6852140077821012
OOS_2023_PLUS,MOM1M,LOW,ACT1_W10,20,30,86,0.06274317262907814,0.35979364696309435,-0.405470967995201,0.6941860465116279
FULL,MOM1M,LOW,ACT1_W10,20,60,257,-0.04490952308669438,-0.045645128335885535,-0.556774403703163,0.6852140077821012
OOS_2023_PLUS,MOM1M,LOW,ACT1_W10,20,60,86,0.008353771178754466,0.16426316243196915,-0.41377758631149786,0.6941860465116279
FULL,MOM1M,LOW,ACT5_KEEP_TOP50,10,0,257,0.09595099230131265,0.4804439595707165,-0.4190685781851532,0.8478599221789884
OOS_2023_PLUS,MOM1M,LOW,ACT5_KEEP_TOP50,10,0,86,0.14148636050858632,0.6358303054754384,-0.3707885468277188,0.8593023255813956
FULL,MOM1M,LOW,ACT5_KEEP_TOP50,10,30,257,0.027974632336308813,0.2370048601386595,-0.4644301576802645,0.8478599221789884
OOS_2023_PLUS,MOM1M,LOW,ACT5_KEEP_TOP50,10,30,86,0.06989879020023726,0.38683496260854916,-0.3805251817593056,0.8593023255813956
FULL,MOM1M,LOW,ACT5_KEEP_TOP50,10,60,257,-0.03594632574674528,-0.006487096646120373,-0.5293626576190792,0.8478599221789884
OOS_2023_PLUS,MOM1M,LOW,ACT5_KEEP_TOP50,10,60,86,0.0026300901710853974,0.13765096856314726,-0.3901365064765583,0.8593023255813956
FULL,MOM1M,LOW,ACT5_KEEP_TOP50,20,0,257,0.0468492640622693,0.31405261056013417,-0.4169929697953252,0.7879377431906615
OOS_2023_PLUS,MOM1M,LOW,ACT5_KEEP_TOP50,20,0,86,0.07701803874714819,0.43029211587471977,-0.33786117025355733,0.7918604651162792
FULL,MOM1M,LOW,ACT5_KEEP_TOP50,20,30,257,-0.013694851723208834,0.05871301688174801,-0.4815124108891221,0.7879377431906615
OOS_2023_PLUS,MOM1M,LOW,ACT5_KEEP_TOP50,20,30,86,0.0145353471016747,0.17691348164814116,-0.3477113901111326,0.7918604651162792
FULL,MOM1M,LOW,ACT5_KEEP_TOP50,20,60,257,-0.0708707695355063,-0.1968422873754697,-0.617149555013055,0.7879377431906615
OOS_2023_PLUS,MOM1M,LOW,ACT5_KEEP_TOP50,20,60,86,-0.044460293302346465,-0.07704493781929889,-0.3574395711896342,0.7918604651162792
FULL,MOM1M,LOW,ACT5_KEEP_TOP70,10,0,257,0.14157996967571185,0.6253143744826332,-0.42367742416627363,0.8186770428015565
OOS_2023_PLUS,MOM1M,LOW,ACT5_KEEP_TOP70,10,0,86,0.2487161170704375,1.0038591049963168,-0.2921385866517189,0.8255813953488376
FULL,MOM1M,LOW,ACT5_KEEP_TOP70,10,30,257,0.07315842002139794,0.39630144790921784,-0.4926765723705162,0.8186770428015565
OOS_2023_PLUS,MOM1M,LOW,ACT5_KEEP_TOP70,10,30,86,0.17345124750100216,0.7558122706309479,-0.3042056343358409,0.8255813953488376
FULL,MOM1M,LOW,ACT5_KEEP_TOP70,10,60,257,0.008680230134355593,0.16775322306081666,-0.5617320751489225,0.8186770428015565
OOS_2023_PLUS,MOM1M,LOW,ACT5_KEEP_TOP70,10,60,86,0.10254854251448431,0.5089222072924797,-0.3161009425755288,0.8255813953488376
FULL,MOM1M,LOW,ACT5_KEEP_TOP70,20,0,257,0.07170194957530485,0.40718703673348505,-0.39646908290882454,0.7350194552529185
OOS_2023_PLUS,MOM1M,LOW,ACT5_KEEP_TOP70,20,0,86,0.12605416308649176,0.6098703716374279,-0.3069106674020732,0.7447674418604651
FULL,MOM1M,LOW,ACT5_KEEP_TOP70,20,30,257,0.013781140450094043,0.17949960292238773,-0.44817015546821337,0.7350194552529185
OOS_2023_PLUS,MOM1M,LOW,ACT5_KEEP_TOP70,20,30,86,0.06452485827914378,0.37718251377171963,-0.3165883379964882,0.7447674418604651
FULL,MOM1M,LOW,ACT5_KEEP_TOP70,20,60,257,-0.04112991492756812,-0.04803722930485415,-0.5901893295224825,0.7350194552529185
OOS_2023_PLUS,MOM1M,LOW,ACT5_KEEP_TOP70,20,60,86,0.0062280423408842545,0.14468288323495082,-0.3261541731098636,0.7447674418604651
FULL,MOM1M,LOW,ACT5_W10,10,0,257,0.12986363664352973,0.5763032098647047,-0.4152752030232594,0.7809338521400778
OOS_2023_PLUS,MOM1M,LOW,ACT5_W10,10,0,86,0.2430517990242409,0.9168524239426132,-0.38172797933231917,0.7837209302325582
FULL,MOM1M,LOW,ACT5_W10,10,30,257,0.06522111828490407,0.36577995377110917,-0.4730721669647101,0.7809338521400778
OOS_2023_PLUS,MOM1M,LOW,ACT5_W10,10,30,86,0.171910980255231,0.705204577513371,-0.3913231112625496,0.7837209302325582
FULL,MOM1M,LOW,ACT5_W10,10,60,257,0.004133481516832349,0.1552699172329081,-0.5261799535577381,0.7809338521400778
OOS_2023_PLUS,MOM1M,LOW,ACT5_W10,10,60,86,0.10468336580587745,0.49374887207524626,-0.4007940244478476,0.7837209302325582
FULL,MOM1M,LOW,ACT5_W10,20,0,257,0.05909387759592866,0.35178896933628767,-0.4241391838133959,0.6772373540856031
OOS_2023_PLUS,MOM1M,LOW,ACT5_W10,20,0,86,0.14127482519373213,0.626801731181255,-0.37858098541122365,0.6895348837209303
FULL,MOM1M,LOW,ACT5_W10,20,30,257,0.006203413515852851,0.15530769649124565,-0.45310307416263884,0.6772373540856031
OOS_2023_PLUS,MOM1M,LOW,ACT5_W10,20,30,86,0.08340115501974954,0.43150036556633187,-0.38739589073870007,0.6895348837209303
FULL,MOM1M,LOW,ACT5_W10,20,60,257,-0.04414907584527916,-0.04101771556480667,-0.5797589017508209,0.6772373540856031
OOS_2023_PLUS,MOM1M,LOW,ACT5_W10,20,60,86,0.028346864734062338,0.23651450671941363,-0.39610667376999587,0.6895348837209303
FULL,MOM1M,LOW,BASE,10,0,259,0.08100618009476768,0.41415129671318307,-0.4342818007862901,0.7447876447876448
OOS_2023_PLUS,MOM1M,LOW,BASE,10,0,86,0.14636492904963072,0.6166707673909286,-0.41321725671665877,0.7616279069767442
FULL,MOM1M,LOW,BASE,10,30,259,0.0218190664273612,0.2205068122361309,-0.4784241767793256,0.7447876447876448
OOS_2023_PLUS,MOM1M,LOW,BASE,10,30,86,0.08231130258588992,0.4172886020522272,-0.4226113958266762,0.7616279069767442
FULL,MOM1M,LOW,BASE,10,60,259,-0.03425467348038347,0.026926396130892104,-0.533028182275612,0.7447876447876448
OOS_2023_PLUS,MOM1M,LOW,BASE,10,60,86,0.02169653394783122,0.21823455923750185,-0.4318803255121755,0.7616279069767442
FULL,MOM1M,LOW,BASE,20,0,259,0.057428856546940965,0.34551676797701986,-0.4154542276951301,0.6754826254826254
OOS_2023_PLUS,MOM1M,LOW,BASE,20,0,86,0.12182723224565817,0.5677059097793492,-0.38878016293856477,0.6936046511627907
FULL,MOM1M,LOW,BASE,20,30,259,0.004739123608639595,0.15043035404223043,-0.4418777735971243,0.6754826254826254
OOS_2023_PLUS,MOM1M,LOW,BASE,20,30,86,0.06457202541309992,0.36801851976112787,-0.3975827390003486,0.6936046511627907
FULL,MOM1M,LOW,BASE,20,60,259,-0.04542840335567466,-0.044440346763664415,-0.5475323414315245,0.6754826254826254
OOS_2023_PLUS,MOM1M,LOW,BASE,20,60,86,0.010123611564019086,0.16869749742639575,-0.40627975822649764,0.6936046511627907
FULL,MOM1M,LOW,RAW_TA_W10,10,0,259,0.09081904481604464,0.44185296627297904,-0.45049874564727377,0.7293436293436293
OOS_2023_PLUS,MOM1M,LOW,RAW_TA_W10,10,0,86,0.15692974852354658,0.6168092603806198,-0.45049874564727366,0.7465116279069768
FULL,MOM1M,LOW,RAW_TA_W10,10,30,259,0.032305185428822325,0.25661877794943055,-0.5030253690485798,0.7293436293436293
OOS_2023_PLUS,MOM1M,LOW,RAW_TA_W10,10,30,86,0.09359473067509683,0.4395734162081628,-0.45919825004557924,0.7465116279069768
FULL,MOM1M,LOW,RAW_TA_W10,10,60,259,-0.02319393428906913,0.07148975796807135,-0.5567455413309099,0.7293436293436293
OOS_2023_PLUS,MOM1M,LOW,RAW_TA_W10,10,60,86,0.033590063110330304,0.2623658055831458,-0.46778287183246436,0.7465116279069768
FULL,MOM1M,LOW,RAW_TA_W10,20,0,259,0.057528402502438736,0.3449243290390289,-0.4244505873259866,0.6625482625482626
OOS_2023_PLUS,MOM1M,LOW,RAW_TA_W10,20,0,86,0.138151598198631,0.612989967443935,-0.3961805553473705,0.6738372093023255
FULL,MOM1M,LOW,RAW_TA_W10,20,30,259,0.005829200922238487,0.15521064082261252,-0.45865108540679944,0.6625482625482626
OOS_2023_PLUS,MOM1M,LOW,RAW_TA_W10,20,30,86,0.0817208495236732,0.424218513791704,-0.40438475524166073,0.6738372093023255
FULL,MOM1M,LOW,RAW_TA_W10,20,60,259,-0.04344221095651135,-0.03434430820048815,-0.5669815355418882,0.6625482625482626
OOS_2023_PLUS,MOM1M,LOW,RAW_TA_W10,20,60,86,0.02797740180648378,0.23570404267025052,-0.41249627418559776,0.6738372093023255
FULL,MOM1M,LOW,TURNOVER_W10,10,0,259,0.12741285242312594,0.5487678634822627,-0.4456131642251362,0.727027027027027
OOS_2023_PLUS,MOM1M,LOW,TURNOVER_W10,10,0,86,0.15548636443610775,0.6129357569273761,-0.4456131642251362,0.7383720930232558
FULL,MOM1M,LOW,TURNOVER_W10,10,30,259,0.06717795443629582,0.3667681056363305,-0.4538575503830894,0.727027027027027
OOS_2023_PLUS,MOM1M,LOW,TURNOVER_W10,10,30,86,0.09285385904605414,0.43786793018505277,-0.4538575503830895,0.7383720930232558
FULL,MOM1M,LOW,TURNOVER_W10,10,60,259,0.010033855716698348,0.1849488745709852,-0.48554653632132905,0.727027027027027
OOS_2023_PLUS,MOM1M,LOW,TURNOVER_W10,10,60,86,0.033481735587611805,0.26298246095976424,-0.46200001118739364,0.7383720930232558
FULL,MOM1M,LOW,TURNOVER_W10,20,0,259,0.06167005890563937,0.3584464979808685,-0.41046444781334435,0.6596525096525098
OOS_2023_PLUS,MOM1M,LOW,TURNOVER_W10,20,0,86,0.13250426304478524,0.5889376326938587,-0.39771666406406947,0.669767441860465
FULL,MOM1M,LOW,TURNOVER_W10,20,30,259,0.00997428420530344,0.17234635872238335,-0.46863341987215545,0.6596525096525098
OOS_2023_PLUS,MOM1M,LOW,TURNOVER_W10,20,30,86,0.0766453334735453,0.40472543893722074,-0.40574938295322294,0.669767441860465
FULL,MOM1M,LOW,TURNOVER_W10,20,60,259,-0.039303235800454916,-0.013520688709002372,-0.5612344101787035,0.6596525096525098
OOS_2023_PLUS,MOM1M,LOW,TURNOVER_W10,20,60,86,0.023433229965467817,0.22084653266739093,-0.41369287827717305,0.669767441860465
FULL,OP12_REV,HIGH,ACT1_W10,10,0,257,0.20051014134266776,0.8680350143276958,-0.2959551528928913,0.5474708171206225
OOS_2023_PLUS,OP12_REV,HIGH,ACT1_W10,10,0,86,0.25121722216736897,0.911163309988629,-0.2931214492006131,0.5476744186046512
FULL,OP12_REV,HIGH,ACT1_W10,10,30,257,0.15210424190713745,0.6999794429350304,-0.3611742522101673,0.5474708171206225
OOS_2023_PLUS,OP12_REV,HIGH,ACT1_W10,10,30,86,0.20075930320054902,0.7695679937412592,-0.29926626090300845,0.5476744186046512
FULL,OP12_REV,HIGH,ACT1_W10,10,60,257,0.10557075045913478,0.5317950385077517,-0.44149753026611005,0.5474708171206225
OOS_2023_PLUS,OP12_REV,HIGH,ACT1_W10,10,60,86,0.15225362124744124,0.6280410813866303,-0.30960200357040035,0.5476744186046512
FULL,OP12_REV,HIGH,ACT1_W10,20,0,257,0.13600215163162765,0.6840247641850155,-0.3528040334673225,0.43929961089494163
OOS_2023_PLUS,OP12_REV,HIGH,ACT1_W10,20,0,86,0.18696874292532595,0.7785230877309128,-0.3528040334673225,0.4360465116279071
FULL,OP12_REV,HIGH,ACT1_W10,20,30,257,0.09899006360757112,0.5351850404015123,-0.357238339373532,0.43929961089494163
OOS_2023_PLUS,OP12_REV,HIGH,ACT1_W10,20,30,86,0.14858905985716553,0.6534219968040642,-0.357238339373532,0.4360465116279071
FULL,OP12_REV,HIGH,ACT1_W10,20,60,257,0.0631347166149987,0.3864859404394838,-0.3772381057318289,0.43929961089494163
OOS_2023_PLUS,OP12_REV,HIGH,ACT1_W10,20,60,86,0.11139966741196838,0.5285517432047347,-0.36164838828954937,0.4360465116279071
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP50,10,0,257,0.18765150419192156,0.852813599847323,-0.3068319262032091,0.7101167315175098
OOS_2023_PLUS,OP12_REV,HIGH,ACT5_KEEP_TOP50,10,0,86,0.2272812729930882,0.8864107794890702,-0.306831926203209,0.7093023255813954
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP50,10,30,257,0.12585047503491387,0.6239614875506186,-0.36379207953846915,0.7101167315175098
OOS_2023_PLUS,OP12_REV,HIGH,ACT5_KEEP_TOP50,10,30,86,0.16357284639638214,0.690474481582487,-0.31232049926980465,0.7093023255813954
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP50,10,60,257,0.06714023600738073,0.39513567061267435,-0.42586395386822906,0.7101167315175098
OOS_2023_PLUS,OP12_REV,HIGH,ACT5_KEEP_TOP50,10,60,86,0.10304314064936082,0.49445205035544776,-0.3177769523873911,0.7093023255813954
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP50,20,0,257,0.13559384038650601,0.6976476842125614,-0.39570350354953443,0.6856031128404669
OOS_2023_PLUS,OP12_REV,HIGH,ACT5_KEEP_TOP50,20,0,86,0.25872313155025806,1.038482757566417,-0.2810491064400279,0.6790697674418604
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP50,20,30,257,0.07841045271359426,0.45781134696710923,-0.45828066352717245,0.6856031128404669
OOS_2023_PLUS,OP12_REV,HIGH,ACT5_KEEP_TOP50,20,30,86,0.19616522273967152,0.8349524482877273,-0.28619776568264155,0.6790697674418604
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP50,20,60,257,0.023995314424034575,0.21794802253875697,-0.5144924760974793,0.6856031128404669
OOS_2023_PLUS,OP12_REV,HIGH,ACT5_KEEP_TOP50,20,60,86,0.13659580026794038,0.631413561983919,-0.2913192902170777,0.6790697674418604
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,257,0.1712974219507235,0.801040172720889,-0.31917693877271425,0.5937743190661479
OOS_2023_PLUS,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,86,0.2136437489052656,0.850397482334746,-0.31917693877271425,0.5802325581395349
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,257,0.12006141737052789,0.6067066270079159,-0.3248980642348682,0.5937743190661479
OOS_2023_PLUS,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,86,0.1617724085103036,0.6878418036251239,-0.3248980642348681,0.5802325581395349
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,257,0.07097625156601728,0.41258513742631076,-0.37693754750574016,0.5937743190661479
OOS_2023_PLUS,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,86,0.11202907047502442,0.5255274065021034,-0.3305807357660433,0.5802325581395349
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,257,0.16826134116603098,0.8174170913087705,-0.3385535277615961,0.5743190661478599
OOS_2023_PLUS,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,86,0.2913987812885348,1.1223807924529206,-0.2859078637850334,0.5726744186046511
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,257,0.11881172978822896,0.6204289380958116,-0.39464287404782505,0.5743190661478599
OOS_2023_PLUS,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,86,0.23703304262425218,0.9535631129595866,-0.28984688282581705,0.5726744186046511
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,60,257,0.07137249921732569,0.4235790690086862,-0.44606296311710913,0.5743190661478599
OOS_2023_PLUS,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,60,86,0.18486598968690848,0.7850756578779549,-0.29377151286243397,0.5726744186046511
FULL,OP12_REV,HIGH,ACT5_W10,10,0,257,0.21446009848260728,0.9204795721495246,-0.2958433046689347,0.5463035019455253
OOS_2023_PLUS,OP12_REV,HIGH,ACT5_W10,10,0,86,0.2586394788890307,0.9227496216922692,-0.2958433046689346,0.55
FULL,OP12_REV,HIGH,ACT5_W10,10,30,257,0.16559868817270496,0.7512168134534203,-0.30130836034689246,0.5463035019455253
OOS_2023_PLUS,OP12_REV,HIGH,ACT5_W10,10,30,86,0.20774703981853393,0.7827387327973472,-0.30130836034689257,0.55
FULL,OP12_REV,HIGH,ACT5_W10,10,60,257,0.11862354196484204,0.5819251428460904,-0.3610343996356812,0.5463035019455253
OOS_2023_PLUS,OP12_REV,HIGH,ACT5_W10,10,60,86,0.1588291210139816,0.6426203618252616,-0.3067398054092365,0.55
FULL,OP12_REV,HIGH,ACT5_W10,20,0,257,0.12256262484690073,0.6293409041421205,-0.31337277035338484,0.44280155642023344
OOS_2023_PLUS,OP12_REV,HIGH,ACT5_W10,20,0,86,0.18397636344163026,0.7780798025015498,-0.2986766246078888,0.44244186046511624
FULL,OP12_REV,HIGH,ACT5_W10,20,30,257,0.08570615019719185,0.48013043027800173,-0.36904640652935883,0.44280155642023344
OOS_2023_PLUS,OP12_REV,HIGH,ACT5_W10,20,30,86,0.14517929004402697,0.6492630281888517,-0.30199295147910155,0.44244186046511624
FULL,OP12_REV,HIGH,ACT5_W10,20,60,257,0.050010644757743083,0.3309402741520961,-0.44098371110016155,0.44280155642023344
OOS_2023_PLUS,OP12_REV,HIGH,ACT5_W10,20,60,86,0.10760211114447915,0.5205670719929132,-0.3052975643136715,0.44244186046511624
FULL,OP12_REV,HIGH,BASE,10,0,259,0.1812731936918881,0.8065813727991072,-0.3313194905949487,0.44247104247104246
OOS_2023_PLUS,OP12_REV,HIGH,BASE,10,0,86,0.24981254790742913,0.9051675600700153,-0.3313194905949487,0.4313953488372093
FULL,OP12_REV,HIGH,BASE,10,30,259,0.14257174725913346,0.6693121724142777,-0.33521427905246803,0.44247104247104246
OOS_2023_PLUS,OP12_REV,HIGH,BASE,10,30,86,0.20989713518755693,0.7935651741797123,-0.33521427905246803,0.4313953488372093
FULL,OP12_REV,HIGH,BASE,10,60,259,0.10508309212918432,0.532086207956483,-0.38064319663378055,0.44247104247104246
OOS_2023_PLUS,OP12_REV,HIGH,BASE,10,60,86,0.17120036026882368,0.6820827717913076,-0.3390917922773279,0.4313953488372093
FULL,OP12_REV,HIGH,BASE,20,0,259,0.13018252071471736,0.6475354641047634,-0.3547055591941516,0.4086872586872587
OOS_2023_PLUS,OP12_REV,HIGH,BASE,20,0,86,0.1573193194088578,0.6602934647765402,-0.3547055591941516,0.4087209302325581
FULL,OP12_REV,HIGH,BASE,20,30,259,0.09590539592179947,0.5134563632656842,-0.366412074114285,0.4086872586872587
OOS_2023_PLUS,OP12_REV,HIGH,BASE,20,30,86,0.12225252551964849,0.5495457188667661,-0.3584606913650884,0.4087209302325581
FULL,OP12_REV,HIGH,BASE,20,60,259,0.0626249212172767,0.37936275489238047,-0.43384542476772736,0.4086872586872587
OOS_2023_PLUS,OP12_REV,HIGH,BASE,20,60,86,0.08820411446496967,0.4387600253402575,-0.3621984525953539,0.4087209302325581
FULL,OP12_REV,HIGH,RAW_TA_W10,10,0,259,0.1633479041815098,0.7124664204731385,-0.3666693842397418,0.44671814671814675
