universe,strategy,phase,period,cost_bp,n_days,cagr,mdd,sharpe,benchmark_cagr,excess_cagr,information_ratio,relative_mdd,turnover_x,base_cagr,base_mdd,base_sharpe,base_excess_cagr,delta_cagr,delta_excess_cagr,delta_sharpe,delta_mdd
K200,WEIGHTED_MOM_R1M_GE_P0,1,YTD_2026,0,147,1.5006342441609184,-0.3407004736104121,1.8769544098083741,1.0477770274712994,0.22114576470702496,0.3592716296196051,-0.1990755961801144,10.984947406708516,0.8953962368033164,-0.46699447930261895,1.3263185434937483,-0.07441278450913469,0.605238007357602,0.29555854921615965,0.5506358663146258,0.12629400569220683
K200,WEIGHTED_MOM_R1M_GE_P0,1,YTD_2026,30,147,1.419511596220432,-0.3438874393074901,1.819866596453882,1.0477770274712994,0.18153078375342768,0.2768942220808812,-0.20189732541214545,10.984947406708516,0.8404756184815971,-0.4695148144379504,1.279798090955194,-0.10123241261558891,0.579035977738835,0.2827631963690166,0.540068505498688,0.1256273751304603
K200,WEIGHTED_MOM_R1M_GE_P0,1,YTD_2026,60,147,1.3409087209066657,-0.3470642920138376,1.7625343709256762,1.0477770274712994,0.1431462944954205,0.19410457428517575,-0.2047124408901576,10.984947406708516,0.7870838356914722,-0.4720262462219954,1.2331817465224173,-0.1273054577146724,0.5538248852151935,0.2704517522100929,0.5293526244032589,0.12496195420815781
K200,WEIGHTED_MOM_R1M_GE_P0,2,PRE_STRESS_2017_2024,0,1962,-0.058768432184307606,-0.5439050756789504,-0.13975443203165955,0.020202173784925614,-0.07740681994065302,-0.38865688435579715,-0.47780048613958437,12.575438245615809,-0.0478408180404738,-0.5022403193715563,-0.09503582473180242,-0.0666955958081934,-0.010927614143833808,-0.010711224132459618,-0.04471860729985713,-0.04166475630739408
K200,WEIGHTED_MOM_R1M_GE_P0,2,PRE_STRESS_2017_2024,30,1962,-0.09364398470980095,-0.6051514091250412,-0.30072323805108364,0.020202173784925614,-0.11159176231938517,-0.6010374584432704,-0.6090260782072685,12.575438245615809,-0.08071302114419077,-0.5583410687638495,-0.2465834144482929,-0.09891685934634309,-0.012930963565610187,-0.01267490297304208,-0.05413982360279074,-0.046810340361191694
K200,WEIGHTED_MOM_R1M_GE_P0,2,PRE_STRESS_2017_2024,60,1962,-0.1272809988392336,-0.6817875986159523,-0.4615633759613218,0.020202173784925614,-0.14456269199760774,-0.812193249905058,-0.7074123357926916,12.575438245615809,-0.11249644941810255,-0.6441103103347396,-0.3979626687001092,-0.13007090811296784,-0.014784549421131055,-0.014491783884639897,-0.06360070726121259,-0.03767728828121264
K200,WEIGHTED_MOM_R1M_GE_P0,2,EARLY_2017_2019,0,731,-0.04595298540822845,-0.34306536666541343,-0.16105210438341888,0.027614520161208356,-0.07159056642941852,-0.4098729709491172,-0.22571520558325808,12.989241898855598,-0.05712220020518821,-0.3715033944916043,-0.2196317885535022,-0.08245963705641624,0.011169214796959759,0.010869070626997712,0.05857968417008333,0.02843802782619087
K200,WEIGHTED_MOM_R1M_GE_P0,2,EARLY_2017_2019,30,731,-0.08244433451746824,-0.3744156937278428,-0.372324439133343,0.027614520161208356,-0.10710130357190006,-0.656487946191951,-0.3057208759487896,12.989241898855598,-0.09092251291036713,-0.39948523095653,-0.41488332366608427,-0.11535165253696555,0.008478178392898883,0.00825034896506549,0.04255888453274126,0.02506953722868721
K200,WEIGHTED_MOM_R1M_GE_P0,2,EARLY_2017_2019,60,731,-0.1175964922583892,-0.40672615498012654,-0.5835911463000694,0.027614520161208356,-0.14130883669960104,-0.9016974693867544,-0.3775690966005162,12.989241898855598,-0.12355999570186393,-0.42814321781714926,-0.6099151572882007,-0.14711208619294136,0.005963503443474738,0.005803249493340323,0.026324010988131308,0.021417062837022716
K200,WEIGHTED_MOM_R1M_GE_P0,2,LATE_2020_2022,0,742,-0.03678474386213881,-0.4627782514016032,0.0011655919303069783,0.0031120961055546292,-0.03977306237516842,-0.1452487372500737,-0.35631049702159345,12.020154412665356,-0.0142037792558245,-0.4367114326337691,0.07568134893092421,-0.01726215387951746,-0.022580964606314313,-0.02251090849565096,-0.07451575700061723,-0.02606681876783412
K200,WEIGHTED_MOM_R1M_GE_P0,2,LATE_2020_2022,30,742,-0.07092734631076181,-0.49541486784647726,-0.13036963483188782,0.0031120961055546292,-0.07380973941373525,-0.338048935833067,-0.4083022256657679,12.020154412665356,-0.04724354260389407,-0.46200659981605363,-0.054894225854316074,-0.05019941331078326,-0.023683803706867734,-0.023610326102951995,-0.07547540897757174,-0.03340826803042363
K200,WEIGHTED_MOM_R1M_GE_P0,2,LATE_2020_2022,60,742,-0.10391272079835956,-0.5261177681675645,-0.26195018919750335,0.0031120961055546292,-0.10669277872275973,-0.5303396441215047,-0.45617030507837897,12.020154412665356,-0.07922141443011987,-0.4929535910070002,-0.18536316451017498,-0.08207807567601277,-0.024691306368239685,-0.024614703046746955,-0.07658702468732836,-0.0331641771605643
K200,WEIGHTED_MOM_R1M_GE_P0,2,NORMAL_2023_2024,0,489,-0.10936044407908396,-0.34623724102660636,-0.37065297480166315,0.03542592171588388,-0.13983266475986234,-0.7304411351920457,-0.2638384351280656,12.799426248746586,-0.08337738857013,-0.2911506575071352,-0.23136907144178437,-0.1147385899796064,-0.025983055508953967,-0.025094074780255937,-0.13928390335987878,-0.055086583519471155
K200,WEIGHTED_MOM_R1M_GE_P0,2,NORMAL_2023_2024,30,489,-0.14293742735356663,-0.36923431843694243,-0.5331048349030182,0.03542592171588388,-0.1722608496934971,-0.9313161980185692,-0.3020038112532195,12.799426248746586,-0.11460825232996863,-0.3220549184919983,-0.37277394869250047,-0.14490092521270925,-0.028329175023597997,-0.027359924480787834,-0.16033088621051772,-0.047179399944944134
