universe,strategy,period,cost_bp,n_phases,median_cagr,mean_cagr,worst_phase_cagr,median_mdd,worst_phase_mdd,median_sharpe,worst_phase_sharpe,median_turnover,median_n_names,median_top_weight,median_missing_return_weight
KOSDAQ,TURNOVER20_LOW30,EARLY_2016_2019,60,10,-0.010624178687417773,-0.006688703735567037,-0.03602213768681195,-0.36143922056127853,-0.39287389053887134,0.06584473609208716,-0.05005554448401731,8.912015609900703,74.390625,0.039160156249999994,0.0
KOSDAQ,TURNOVER20_LOW30,FULL_2016_2026,0,10,0.11077881754488117,0.11208133978640303,0.08856592695507448,-0.46452613612380944,-0.4922861888536757,0.5041154914175026,0.4360455128924503,9.901777187484406,85.56589147286822,0.03515019379844961,0.0
KOSDAQ,TURNOVER20_LOW30,FULL_2016_2026,30,10,0.07833894584987511,0.0795012373999914,0.05662270691429705,-0.47834900170152944,-0.5175190084089463,0.403622020433803,0.33483838870207744,9.901777187484406,85.56589147286822,0.03515019379844961,0.0
KOSDAQ,TURNOVER20_LOW30,FULL_2016_2026,60,10,0.04680879852305697,0.04783769244714231,0.02557960575160001,-0.5018423362362272,-0.5415235579839968,0.3029534103584989,0.2334720758753715,9.901777187484406,85.56589147286822,0.03515019379844961,0.0
KOSDAQ,TURNOVER20_LOW30,LATE_2020_2022,0,10,0.045989357556003196,0.04791441270601633,0.021512126361775685,-0.4075603368049319,-0.4146423134513354,0.3003802070719359,0.22240262730407678,10.48374934979466,89.0608108108108,0.03429166666666668,0.0
KOSDAQ,TURNOVER20_LOW30,LATE_2020_2022,30,10,0.013367004138443495,0.015492626769985618,-0.00967334568273781,-0.4102444970588025,-0.4285015869937031,0.19650316484700958,0.12067376184116108,10.48374934979466,89.0608108108108,0.03429166666666668,0.0
KOSDAQ,TURNOVER20_LOW30,LATE_2020_2022,60,10,-0.018277812536700522,-0.015965217243696216,-0.03994412154597249,-0.422823884787983,-0.44204974053047463,0.09260345245394916,0.018945735300461054,10.48374934979466,89.0608108108108,0.03429166666666668,0.0
KOSDAQ,TURNOVER20_LOW30,NORMAL_2023_2024,0,10,0.08358944143115599,0.08107777345106208,0.03897114033129623,-0.3457710385450346,-0.36823904377943495,0.44081977027465247,0.27847453887063744,10.24253328547803,94.5204081632653,0.0315077593537415,0.0
KOSDAQ,TURNOVER20_LOW30,NORMAL_2023_2024,30,10,0.05054799995259818,0.04830067526223543,0.007084618165098089,-0.354612510161805,-0.377373050802039,0.32120717859527165,0.15786740126193752,10.24253328547803,94.5204081632653,0.0315077593537415,0.0
KOSDAQ,TURNOVER20_LOW30,NORMAL_2023_2024,60,10,0.018474936033896716,0.016478653519743192,-0.02386132155595666,-0.3634034431890956,-0.386385967302208,0.20149974898834017,0.037307377957097265,10.24253328547803,94.5204081632653,0.0315077593537415,0.0
KOSDAQ,TURNOVER20_LOW30,PRE_STRESS_2016_2024,0,10,0.05547189055843782,0.05507370057128771,0.03116590535014141,-0.45167440928569225,-0.4922861888536757,0.3377096824287592,0.2488007481296164,9.739173761829143,83.89954337899543,0.035773401826484016,0.0
KOSDAQ,TURNOVER20_LOW30,PRE_STRESS_2016_2024,30,10,0.025015068739958624,0.0246826245547501,0.001344813172711179,-0.4768591061544571,-0.5175190084089463,0.22597362754656442,0.13667357230201962,9.739173761829143,83.89954337899543,0.035773401826484016,0.0
KOSDAQ,TURNOVER20_LOW30,PRE_STRESS_2016_2024,60,10,-0.004597943805988269,-0.00486789054023804,-0.02764811266562095,-0.5018423362362272,-0.5415235579839968,0.11423994810482122,0.024562760303617495,9.739173761829143,83.89954337899543,0.035773401826484016,0.0
KOSDAQ,TURNOVER20_LOW30,YTD_2026,0,10,0.10926517729378249,0.10231339402394775,-0.044518227560499835,-0.4582476728430684,-0.4738101100168587,0.4769583149337622,0.24488084070378174,11.55151414013375,98.75952380952381,0.029523809523809525,0.0
KOSDAQ,TURNOVER20_LOW30,YTD_2026,30,10,0.07243661046413041,0.06531298667105448,-0.07737335519606436,-0.46152428926742434,-0.47713500742708204,0.4235985925520867,0.19056445138618014,11.55151414013375,98.75952380952381,0.029523809523809525,0.0
KOSDAQ,TURNOVER20_LOW30,YTD_2026,60,10,0.03678364412376178,0.02950710361328577,-0.10914222086263159,-0.46478508811647445,-0.48044316936194276,0.3701794993429065,0.13635456486380595,11.55151414013375,98.75952380952381,0.029523809523809525,0.0
