sample,universe,factor,direction,overlay,top_n,cost_bps,state,high_minus_low,low_uplift,high_uplift
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,10,30,MKT_ACT1,0.03630800608973939,-0.015344892747539442,0.02096311334219995
OOS,K200,OP12_REV,HIGH,ACT1_W10,10,30,MKT_ACT1,-0.027112916042338862,0.011538752013119232,-0.015574164029219628
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,10,30,MKT_ACT5,0.15809747373816,-0.07348575990988113,0.08461171382827887
OOS,K200,OP12_REV,HIGH,ACT1_W10,10,30,MKT_ACT5,-0.17346509377395303,0.09820036946287726,-0.07526472431107575
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,10,30,MKT_ACT1_BREADTH,-0.04053831616940032,-0.011868215519959712,-0.052406531689360034
OOS,K200,OP12_REV,HIGH,ACT1_W10,10,30,MKT_ACT1_BREADTH,-0.07225721557536,0.045130315633686545,-0.027126899941673454
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,10,30,MKT_ACT5_BREADTH,0.09069983376817434,-0.03157233536829878,0.05912749839987556
OOS,K200,OP12_REV,HIGH,ACT1_W10,10,30,MKT_ACT5_BREADTH,-0.13923810661023664,0.0023786617777907986,-0.13685944483244583
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,10,30,KOSDAQ_TA_SHARE,0.10340699188125513,-0.04336090958797294,0.0600460822932822
OOS,K200,OP12_REV,HIGH,ACT1_W10,10,30,KOSDAQ_TA_SHARE,-0.14010204866515943,0.0914291010227991,-0.04867294764236035
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,10,30,FACTOR_TOP_ACT5_BREADTH,-0.055996014794317275,0.07126509622626924,0.015269081431951968
OOS,K200,OP12_REV,HIGH,ACT1_W10,10,30,FACTOR_TOP_ACT5_BREADTH,-0.016660106318741704,-0.01881728908473983,-0.035477395403481535
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,10,30,FACTOR_TOP_TA_SHARE,0.010008383047895381,-0.005073847733833765,0.0049345353140616156
OOS,K200,OP12_REV,HIGH,ACT1_W10,10,30,FACTOR_TOP_TA_SHARE,0.06980303266851334,-0.012416100105290135,0.05738693256322321
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,10,30,FACTOR_TOP_REL_ACT5,-0.020446745259107092,0.059794237580494444,0.03934749232138735
OOS,K200,OP12_REV,HIGH,ACT1_W10,10,30,FACTOR_TOP_REL_ACT5,-0.04519195004707248,-0.008913404381609629,-0.054105354428682105
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,10,60,MKT_ACT1,0.035246953458160445,-0.022241734852802595,0.01300521860535785
OOS,K200,OP12_REV,HIGH,ACT1_W10,10,60,MKT_ACT1,-0.027475166042338853,0.002214752013119217,-0.025260414029219636
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,10,60,MKT_ACT5,0.1573016842644758,-0.07985207569935482,0.07744960856512098
OOS,K200,OP12_REV,HIGH,ACT1_W10,10,60,MKT_ACT5,-0.17358768836854754,0.08912836946287721,-0.08445931890567032
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,10,60,MKT_ACT1_BREADTH,-0.041185466804609036,-0.01969347867785445,-0.06087894548246349
OOS,K200,OP12_REV,HIGH,ACT1_W10,10,60,MKT_ACT1_BREADTH,-0.0741696266425537,0.03619577017914107,-0.037973856463412614
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,10,60,MKT_ACT5_BREADTH,0.08990404429449012,-0.038071282736719815,0.05183276155777029
OOS,K200,OP12_REV,HIGH,ACT1_W10,10,60,MKT_ACT5_BREADTH,-0.13914647024660026,-0.006189338222209237,-0.1453358084688095
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,10,60,KOSDAQ_TA_SHARE,0.10353962346020243,-0.05277775169323608,0.05076187176696636
OOS,K200,OP12_REV,HIGH,ACT1_W10,10,60,KOSDAQ_TA_SHARE,-0.13905266450093653,0.08167426231312164,-0.057378402187814904
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,10,60,FACTOR_TOP_ACT5_BREADTH,-0.05630443984175563,0.06468058009723701,0.008376140255481385
OOS,K200,OP12_REV,HIGH,ACT1_W10,10,60,FACTOR_TOP_ACT5_BREADTH,-0.01955581540965076,-0.025772489084739853,-0.04532830449439061
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,10,60,FACTOR_TOP_TA_SHARE,0.006162067258421704,-0.010909637207517961,-0.0047475699490962565
OOS,K200,OP12_REV,HIGH,ACT1_W10,10,60,FACTOR_TOP_TA_SHARE,0.06841292397286114,-0.020633491409637945,0.0477794325632232
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,10,60,FACTOR_TOP_REL_ACT5,-0.01991621894331768,0.051836342843652385,0.031920123900334704
OOS,K200,OP12_REV,HIGH,ACT1_W10,10,60,FACTOR_TOP_REL_ACT5,-0.04944445004707249,-0.016473404381609623,-0.06591785442868212
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,0,MKT_ACT1,-0.004800134864839423,0.025150488462178665,0.020350353597339242
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,0,MKT_ACT1,0.057212473207201624,-0.011462016846464378,0.04575045636073725
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,0,MKT_ACT5,-0.03310733715443389,0.01925917842258021,-0.01384815873185368
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,0,MKT_ACT5,0.023546872047792815,-0.004041019901389941,0.019505852146402873
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,0,MKT_ACT1_BREADTH,0.0005299517742498681,-0.0007178143669690077,-0.00018786259271913957
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,0,MKT_ACT1_BREADTH,0.0168334793652586,0.03290565359705898,0.04973913296231758
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,0,MKT_ACT5_BREADTH,-0.023651807160811215,0.025696354942622936,0.0020445477818117216
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,0,MKT_ACT5_BREADTH,0.002629912399823667,-0.011386738018464723,-0.008756825618641056
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,0,KOSDAQ_TA_SHARE,-0.023413365371776077,0.00829217048459367,-0.015121194887182407
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,0,KOSDAQ_TA_SHARE,0.03961711070637272,0.006817385866915415,0.04643449657328814
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,0,FACTOR_TOP_ACT5_BREADTH,-0.01120226255955125,0.007650471035058356,-0.003551791524492893
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,0,FACTOR_TOP_ACT5_BREADTH,0.019807921587048593,-0.01680456852159544,0.0030033530654531545
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,0,FACTOR_TOP_TA_SHARE,-0.07360675312332667,0.04072778250588183,-0.03287897061744484
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,0,FACTOR_TOP_TA_SHARE,0.02059735422633469,0.011601889626532764,0.03219924385286745
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,0,FACTOR_TOP_REL_ACT5,0.01036665680250112,-0.014053329949697579,-0.0036866731471964604
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,0,FACTOR_TOP_REL_ACT5,-0.04398829047564257,0.042770576181969756,-0.001217714293672818
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,30,MKT_ACT1,-0.00433592433852362,0.02282943583059971,0.01849351149207609
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,30,MKT_ACT1,0.056495848207201625,-0.013226016846464383,0.04326983136073724
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,30,MKT_ACT5,-0.032775758207065464,0.016407599475211785,-0.016368158731853676
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,30,MKT_ACT5,0.02418027745319825,-0.0063090199013899825,0.017871257551808267
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,30,MKT_ACT1_BREADTH,-0.0009335690968935097,-0.002773603840653223,-0.003707172937546733
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,30,MKT_ACT1_BREADTH,0.016773716519408788,0.030500199051604428,0.047273915571013216
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,30,MKT_ACT5_BREADTH,-0.02404970189765332,0.023375302311043993,-0.0006743995866093261
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,30,MKT_ACT5_BREADTH,0.004107548763460041,-0.013780738018464744,-0.009673189255004704
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,30,KOSDAQ_TA_SHARE,-0.022816523266512893,0.005042696800383146,-0.017773826466129745
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,30,KOSDAQ_TA_SHARE,0.03877464736326424,0.0055980310282057,0.04437267839146994
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,30,FACTOR_TOP_ACT5_BREADTH,-0.010592585140196398,0.005150793615703514,-0.005441791524492883
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,30,FACTOR_TOP_ACT5_BREADTH,0.022254612496139504,-0.020282168521595458,0.0019724439745440457
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,30,FACTOR_TOP_TA_SHARE,-0.07373938470227404,0.03834041408482921,-0.035398970617444826
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,30,FACTOR_TOP_TA_SHARE,0.02166561509589988,0.008643628756967538,0.03030924385286742
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,30,FACTOR_TOP_REL_ACT5,0.012090867328816913,-0.017369119423381797,-0.005278252094564884
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,30,FACTOR_TOP_REL_ACT5,-0.04141038606387789,0.03865704677020504,-0.0027533392936728513
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,60,MKT_ACT1,-0.0038717138122078415,0.02050838319902075,0.016636669386812908
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,60,MKT_ACT1,0.05577922320720164,-0.014990016846464388,0.040789206360737254
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,60,MKT_ACT5,-0.032444179259697045,0.013556020527843349,-0.018888158731853694
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,60,MKT_ACT5,0.024813682858603622,-0.00857701990138994,0.016236662957213682
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,60,MKT_ACT1_BREADTH,-0.002397089968036885,-0.004829393314337444,-0.0072264832823743285
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,60,MKT_ACT1_BREADTH,0.01671395367355901,0.028094744506149884,0.044808698179708895
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,60,MKT_ACT5_BREADTH,-0.024447596634495413,0.021054249679465023,-0.003393346955030389
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,60,MKT_ACT5_BREADTH,0.005585185127096399,-0.016174738018464738,-0.010589552891368339
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,60,KOSDAQ_TA_SHARE,-0.022219681161249793,0.001793223116172626,-0.020426458045077166
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,60,KOSDAQ_TA_SHARE,0.03793218402015573,0.004378676189496035,0.04231086020965177
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,60,FACTOR_TOP_ACT5_BREADTH,-0.009982907720841589,0.0026511161963486797,-0.007331791524492909
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,60,FACTOR_TOP_ACT5_BREADTH,0.024701303405230402,-0.023759768521595448,0.0009415348836349537
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,60,FACTOR_TOP_TA_SHARE,-0.07387201628122142,0.03595304566377657,-0.03791897061744484
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,60,FACTOR_TOP_TA_SHARE,0.02273387596546511,0.005685367887402338,0.028419243852867447
TRAIN,K200,OP12_REV,HIGH,ACT1_W10,20,60,FACTOR_TOP_REL_ACT5,0.013815077855132661,-0.020684908897066,-0.006869831041933339
OOS,K200,OP12_REV,HIGH,ACT1_W10,20,60,FACTOR_TOP_REL_ACT5,-0.038832481652113185,0.03454351735844035,-0.004288964293672837
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,MKT_ACT1,-0.05929773632470337,0.017193631682616582,-0.04210410464208679
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,MKT_ACT1,-0.2655641406102115,0.07850337329073712,-0.1870607673194744
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,MKT_ACT5,0.10153305224002035,-0.01680069045797913,0.08473236178204122
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,MKT_ACT5,-0.3237518867763185,0.16817003513812706,-0.15558185163819144
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,MKT_ACT1_BREADTH,-0.023938533903997826,-0.03341122251195593,-0.05734975641595376
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,MKT_ACT1_BREADTH,-0.15789203778590644,0.08188106596978559,-0.07601097181612085
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,MKT_ACT5_BREADTH,0.0694654610960818,0.0024958535696521923,0.071961314665734
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,MKT_ACT5_BREADTH,-0.2867979330792494,0.046736502740924515,-0.2400614303383249
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,KOSDAQ_TA_SHARE,0.09852141937753828,-0.03955416854122966,0.058967250836308625
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,KOSDAQ_TA_SHARE,0.037665280012369684,-0.04403270935850407,-0.006367429346134383
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,FACTOR_TOP_ACT5_BREADTH,-0.07124133582016223,0.0801145509940206,0.008873215173858359
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,FACTOR_TOP_ACT5_BREADTH,-0.1584446040683629,0.0008166408155282553,-0.15762796325283462
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,FACTOR_TOP_TA_SHARE,-0.08377773864851937,0.008110677296125324,-0.07566706135239404
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,FACTOR_TOP_TA_SHARE,0.11856876613069317,-0.08854610231616508,0.030022663814528082
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,FACTOR_TOP_REL_ACT5,-0.10127692602509376,0.0545177703084629,-0.04675915571663086
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,FACTOR_TOP_REL_ACT5,0.01721732874735421,-0.09474146947816352,-0.07752414073080931
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,MKT_ACT1,-0.057573525798387565,0.005256789577353422,-0.052316736221034145
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,MKT_ACT1,-0.26901339061021146,0.06943137329073709,-0.1995820173194744
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,MKT_ACT5,0.10312463118738877,-0.028604900984294912,0.07451973020309385
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,MKT_ACT5,-0.3257134002898319,0.15909803513812698,-0.16661536515170494
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,MKT_ACT1_BREADTH,-0.023991129185304556,-0.04548069619616645,-0.06947182538147101
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,MKT_ACT1_BREADTH,-0.15837014055270476,0.07019742960614919,-0.08817271094655557
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,MKT_ACT5_BREADTH,0.07052651372766074,-0.009440988535610964,0.061085525192049774
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,MKT_ACT5_BREADTH,-0.2888139330792493,0.03615250274092449,-0.25266143033832483
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,KOSDAQ_TA_SHARE,0.10024562990385406,-0.053347852751755964,0.0468977771520981
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,KOSDAQ_TA_SHARE,0.030992083531431285,-0.05110496742302022,-0.020112883891588933
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,FACTOR_TOP_ACT5_BREADTH,-0.0655892675089668,0.06645777680047221,0.0008685092915054126
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,FACTOR_TOP_ACT5_BREADTH,-0.15772984043199917,-0.011581759184471765,-0.16931159961647094
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,FACTOR_TOP_TA_SHARE,-0.08205352812220358,-0.004621954282822044,-0.08667548240502562
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,FACTOR_TOP_TA_SHARE,0.11820583134808446,-0.09873566753355638,0.01947016381452809
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,FACTOR_TOP_REL_ACT5,-0.09663482076193587,0.03966303346635763,-0.05697178729557824
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,FACTOR_TOP_REL_ACT5,0.021511519923824773,-0.10919441065463409,-0.08768289073080932
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,MKT_ACT1,-0.05584931527207177,-0.006680052527909729,-0.0625293677999815
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,MKT_ACT1,-0.27246264061021147,0.060359373290737074,-0.2121032673194744
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,MKT_ACT5,0.10471621013475717,-0.04040911151061069,0.06430709862414648
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,MKT_ACT5,-0.32767491380334557,0.150026035138127,-0.17764887866521853
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,MKT_ACT1_BREADTH,-0.024043724466611252,-0.05755016988037699,-0.08159389434698824
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,MKT_ACT1_BREADTH,-0.1588482433195032,0.05851379324251284,-0.10033445007699038
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,MKT_ACT5_BREADTH,0.07158756635923968,-0.021377830640874125,0.05020973571836555
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,MKT_ACT5_BREADTH,-0.2908299330792494,0.02556850274092453,-0.2652614303383249
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,KOSDAQ_TA_SHARE,0.10196984043016982,-0.06714153696228227,0.03482830346788756
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,KOSDAQ_TA_SHARE,0.024318887050492906,-0.058177225487536385,-0.03385833843704348
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,FACTOR_TOP_ACT5_BREADTH,-0.059937199197771344,0.05280100260692383,-0.007136196590847514
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,FACTOR_TOP_ACT5_BREADTH,-0.15701507679563556,-0.02398015918447174,-0.1809952359801073
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,FACTOR_TOP_TA_SHARE,-0.08032931759588774,-0.01735458586176942,-0.09768390345765716
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,FACTOR_TOP_TA_SHARE,0.11784289656547575,-0.10892523275094768,0.008917663814528073
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,FACTOR_TOP_REL_ACT5,-0.091992715498778,0.0248082966242524,-0.0671844188745256
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,FACTOR_TOP_REL_ACT5,0.025805711100295295,-0.12364735183110462,-0.09784164073080932
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,MKT_ACT1,-0.12953963247349223,0.09591033776964135,-0.03362929470385089
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,MKT_ACT1,-0.0012198118733856844,0.1247282849126008,0.12350847303921511
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,MKT_ACT5,-0.059511123761882306,0.04206064677923067,-0.017450476982651637
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,MKT_ACT5,-0.11430048318262175,0.20713274500792828,0.09283226182530653
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,MKT_ACT1_BREADTH,-0.10866459617040887,0.03633574502082389,-0.07232885114958498
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,MKT_ACT1_BREADTH,0.12130955621770467,0.1506560572580345,0.27196561347573917
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,MKT_ACT5_BREADTH,-0.09659778979985094,0.08230850129518594,-0.014289288504664998
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,MKT_ACT5_BREADTH,-0.0834528695105462,0.09519014313288886,0.01173727362234266
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,KOSDAQ_TA_SHARE,0.0817389758618498,-0.0646220925755073,0.01711688328634251
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,KOSDAQ_TA_SHARE,0.07259189456715774,0.046253184504128866,0.11884507907128661
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,FACTOR_TOP_ACT5_BREADTH,-0.13301952413757356,0.09263702383681673,-0.04038250030075684
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,FACTOR_TOP_ACT5_BREADTH,0.06904011499067085,0.03200775525026997,0.10104787024094082
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,FACTOR_TOP_TA_SHARE,-0.16335269744658143,0.06398436847650649,-0.09936832897007494
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,FACTOR_TOP_TA_SHARE,0.08538458055987642,0.058997257251440824,0.14438183781131725
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,FACTOR_TOP_REL_ACT5,-0.13383014140333022,0.07229320564813643,-0.0615369357551938
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,FACTOR_TOP_REL_ACT5,-0.1106691999775792,0.172686956061416,0.06201775608383682
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,MKT_ACT1,-0.1269533166840186,0.08238191671700978,-0.044571399967008804
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,MKT_ACT1,-0.002015186873385713,0.11288428491260083,0.11086909803921512
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,MKT_ACT5,-0.05871533428819811,0.029195383621335946,-0.029519950666862166
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,MKT_ACT5,-0.11415745615559474,0.1950367450079283,0.08087928885233357
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,MKT_ACT1_BREADTH,-0.10902475950979183,0.023205218705034416,-0.08581954080475741
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,MKT_ACT1_BREADTH,0.1210406234113807,0.137941511803489,0.2589821352148697
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,MKT_ACT5_BREADTH,-0.09633252664195621,0.06931060655834384,-0.027021920083612372
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,MKT_ACT5_BREADTH,-0.08171177860145529,0.08233814313288886,0.0006263645314335719
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,KOSDAQ_TA_SHARE,0.08134108112500771,-0.07695682941761256,0.0043842517073951525
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,KOSDAQ_TA_SHARE,0.07118778899531022,0.03540092643961274,0.10658871543492296
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,FACTOR_TOP_ACT5_BREADTH,-0.12918034956451854,0.0787363786755264,-0.05044397088899215
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,FACTOR_TOP_ACT5_BREADTH,0.0728201149906709,0.016887755250269965,0.08970787024094086
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,FACTOR_TOP_TA_SHARE,-0.16262322376237093,0.05105278952913807,-0.11157043423323285
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,FACTOR_TOP_TA_SHARE,0.08694930882074597,0.04601377899057129,0.13296308781131727
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,FACTOR_TOP_REL_ACT5,-0.12812698350859342,0.05664267933234698,-0.07148430417624643
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,FACTOR_TOP_REL_ACT5,-0.10487412644816746,0.15578813253200427,0.0509140060838368
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,60,MKT_ACT1,-0.12436700089454489,0.06885349566437818,-0.0555135052301667
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,60,MKT_ACT1,-0.002810561873385728,0.10104028491260082,0.0982297230392151
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,60,MKT_ACT5,-0.057919544814513904,0.016330120463441188,-0.04158942435107271
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,60,MKT_ACT5,-0.11401442912856771,0.18294074500792828,0.06892631587936057
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,60,MKT_ACT1_BREADTH,-0.10938492284917477,0.010074692389244928,-0.09931023045992984
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,60,MKT_ACT1_BREADTH,0.12077169060505649,0.12522696634894354,0.24599865695400003
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,60,MKT_ACT5_BREADTH,-0.09606726348406147,0.05631271182150173,-0.03975455166255974
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,60,MKT_ACT5_BREADTH,-0.07997068769236444,0.06948614313288885,-0.010484544559475588
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,60,KOSDAQ_TA_SHARE,0.0809431863881656,-0.08929156625971782,-0.008348379871552224
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,60,KOSDAQ_TA_SHARE,0.06978368342346271,0.024548668375096578,0.09433235179855928
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,60,FACTOR_TOP_ACT5_BREADTH,-0.12534117499146352,0.06483573351423608,-0.06050544147722744
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,60,FACTOR_TOP_ACT5_BREADTH,0.07660011499067078,0.0017677552502699811,0.07836787024094076
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,60,FACTOR_TOP_TA_SHARE,-0.16189375007816037,0.03812121058176965,-0.12377253949639073
OOS,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,60,FACTOR_TOP_TA_SHARE,0.0885140370816156,0.03303030072970167,0.12154433781131728
TRAIN,K200,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,60,FACTOR_TOP_REL_ACT5,-0.12242382561385656,0.040992153016557495,-0.08143167259729907
